User ID,Time,OrderNo,Symbol,Type,Side,Price,Amount,Executed,Average Price,Trading total,Stop Price,Status
11207629,22-01-17 12:20:53,261785681,MATICUSD_PERP,MARKET,BUY,0,16,16,2.318,69.02502157,0,FILLED
11207629,22-01-17 12:27:12,261823285,MATICUSD_PERP,STOP_MARKET,SELL,0,0,0,,0,2.37,EXPIRED
11207629,22-01-17 12:27:12,261823233,MATICUSD_PERP,STOP_MARKET,SELL,0,0,0,,0,2.33,EXPIRED
11207629,22-01-17 12:29:19,261846612,MATICUSD_PERP,MARKET,SELL,0,16,16,2.34035,68.36584273,0,FILLED
11207629,22-01-17 12:30:32,261865040,MATICUSD_PERP,MARKET,SELL,0,19,19,2.34186316,81.13198221,0,FILLED
11207629,22-01-17 12:39:24,261947130,MATICUSD_PERP,MARKET,BUY,0,19,19,2.3272,81.64317634,0,FILLED
11207629,22-02-21 18:30:31,5619836613,BNBUSD_PERP,MARKET,BUY,0,1,1,368.32507487,0.02714993,0,FILLED
11207629,22-02-22 03:15:30,5627264057,BNBUSD_PERP,LIMIT,SELL,340.675,1,1,349.16103586,0.02864008,0,FILLED
11207629,22-03-30 19:43:49,1653214,APEUSD_PERP,MARKET,SELL,0,604,604,13.78384269,438.19420571,0,FILLED
11207629,22-03-30 19:47:20,1655213,APEUSD_PERP,MARKET,SELL,0,60,60,13.70841653,43.76873133,0,FILLED
11207629,22-03-30 19:48:40,1655779,APEUSD_PERP,STOP_MARKET,BUY,0,0,0,,0,14.05,CANCELED
11207629,22-03-30 19:52:15,1657681,APEUSD_PERP,STOP_MARKET,BUY,0,0,0,,0,10,CANCELED
11207629,22-03-30 20:16:52,1668517,APEUSD_PERP,STOP_MARKET,BUY,0,0,0,,0,8,EXPIRED
11207629,22-03-30 21:29:08,1688908,APEUSD_PERP,MARKET,BUY,0,664,664,14.09419874,471.11582018,14.09,FILLED
11207629,22-03-30 23:43:12,1741342,APEUSD_PERP,MARKET,SELL,0,314,314,14.04896176,223.50406058,0,FILLED
11207629,22-03-30 23:43:29,1741454,APEUSD_PERP,STOP_MARKET,BUY,0,0,0,,0,14.358,EXPIRED
11207629,22-03-30 23:46:56,1743674,APEUSD_PERP,MARKET,BUY,0,81,81,14.062,57.60204807,0,FILLED
11207629,22-03-30 23:47:03,1743711,APEUSD_PERP,MARKET,BUY,0,27,27,14.058,19.20614596,0,FILLED
11207629,22-03-31 00:00:13,1751846,APEUSD_PERP,MARKET,BUY,0,206,206,14.23083002,144.75613844,0,FILLED
11207629,22-05-12 17:31:52,6843872632,BNBUSD_PERP,MARKET,SELL,0,2,2,276.55700905,0.07231782,0,FILLED
11207629,22-05-12 17:32:09,6843881375,BNBUSD_PERP,STOP_MARKET,BUY,0,0,0,,0,100,EXPIRED
11207629,22-05-13 02:03:13,6853554771,BNBUSD_PERP,LIMIT,BUY,298.108,2,2,291.14403885,0.06869452,0,FILLED
