Uid,Time,Order No,Symbol,Type,Side,Price,Average Price,Amount,Executed Amount,Executed Quote Amount,Stop Price,Status,Update Time
11207629,25-01-03 15:25:43,2267909789,GMXUSDT,MARKET,BUY,0,28.874,19.81,19.81,571.99394,0,FILLED,25-01-03 15:25:43
11207629,25-01-03 15:45:29,2267965297,GMXUSDT,MARKET,BUY,0,29.08201642,33.49,33.49,973.95673,0,FILLED,25-01-03 15:45:29
11207629,25-01-03 15:45:40,2267966448,GMXUSDT,STOP_MARKET,SELL,0,,0,0,0,28.4,EXPIRED,25-01-03 16:09:53
11207629,25-01-03 16:09:53,2268043023,GMXUSDT,MARKET,SELL,0,29.18169129,354.99,354.99,10359.20859,0,FILLED,25-01-03 16:09:53
11207629,25-01-03 16:10:40,2268045015,GMXUSDT,MARKET,SELL,0,29.20081236,380.51,380.51,11111.20111,0,FILLED,25-01-03 16:10:40
11207629,25-01-03 16:10:51,2268045852,GMXUSDT,MARKET,BUY,0,29.53026591,380.51,380.51,11236.56148,29.492,FILLED,25-01-03 16:49:25
11207629,25-01-03 16:11:25,2268047044,GMXUSDT,STOP_MARKET,BUY,0,,0,0,0,28.5,EXPIRED,25-01-03 16:49:25
11207629,25-01-03 16:49:32,2268163233,GMXUSDT,MARKET,SELL,0,29.50077267,284.26,284.26,8385.88964,0,FILLED,25-01-03 16:49:32
11207629,25-01-03 16:49:46,2268164659,GMXUSDT,MARKET,BUY,0,29.83479387,302.38,302.38,9021.44497,29.825,FILLED,25-01-03 19:13:45
11207629,25-01-03 16:52:46,2268177297,GMXUSDT,MARKET,SELL,0,29.43450063,7.91,7.91,232.8269,0,FILLED,25-01-03 16:52:46
11207629,25-01-03 16:54:38,2268181876,GMXUSDT,MARKET,SELL,0,29.41507928,5.55,5.55,163.25369,0,FILLED,25-01-03 16:54:38
11207629,25-01-03 16:55:24,2268183439,GMXUSDT,STOP_MARKET,BUY,0,,0,0,0,28.6,EXPIRED,25-01-03 19:13:45
11207629,25-01-03 16:59:52,2268194774,GMXUSDT,MARKET,SELL,0,29.397,4.66,4.66,136.99002,0,FILLED,25-01-03 16:59:52
11207629,25-01-03 19:15:16,2268464438,GMXUSDT,MARKET,SELL,0,29.83161329,206.64,206.64,6164.40457,0,FILLED,25-01-03 19:15:16
11207629,25-01-03 19:15:30,2268465252,GMXUSDT,STOP_MARKET,BUY,0,,0,0,0,30.204,CANCELED,25-01-03 20:05:36
11207629,25-01-03 20:05:14,2268555702,GMXUSDT,MARKET,SELL,0,29.65267209,21.53,21.53,638.42203,0,FILLED,25-01-03 20:05:14
11207629,25-01-03 20:05:36,2268556421,GMXUSDT,STOP_MARKET,BUY,0,,0,0,0,28.8,CANCELED,25-01-03 22:49:53
11207629,25-01-03 20:05:37,2268556428,GMXUSDT,STOP_MARKET,BUY,0,,0,0,0,30.204,CANCELED,25-01-03 22:49:53
11207629,25-01-03 20:06:12,2268557836,GMXUSDT,MARKET,SELL,0,29.63612979,4.7,4.7,139.28981,0,FILLED,25-01-03 20:06:12
11207629,25-01-03 22:49:53,2268802476,GMXUSDT,MARKET,BUY,0,29.92797338,232.87,232.87,6969.32716,0,FILLED,25-01-03 22:49:53
11207629,25-01-03 22:49:58,568611369,THEUSDT,MARKET,BUY,0,1.56981041,8226.1,8226.1,12913.41744,0,FILLED,25-01-03 22:49:58
11207629,25-01-03 22:50:16,568612832,THEUSDT,MARKET,BUY,0,1.5707,281.1,281.1,441.52377,0,FILLED,25-01-03 22:50:16
11207629,25-01-03 22:50:33,568613852,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,1.5619,CANCELED,25-01-03 23:01:39
11207629,25-01-03 22:53:04,568621580,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,3,CANCELED,25-01-03 22:58:25
11207629,25-01-03 22:55:45,568627070,THEUSDT,MARKET,BUY,0,1.570862,206.3,206.3,324.06883,0,FILLED,25-01-03 22:55:45
11207629,25-01-03 22:58:25,568632733,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,4,CANCELED,25-01-03 23:00:12
11207629,25-01-03 23:00:13,568636584,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,4.4,EXPIRED,25-01-03 23:10:47
11207629,25-01-03 23:01:39,568640719,THEUSDT,MARKET,SELL,0,1.55857054,8713.5,8713.5,13580.60437,1.559,FILLED,25-01-03 23:10:47
11207629,25-01-03 23:15:40,568715508,THEUSDT,MARKET,BUY,0,1.56018979,6098,6098,9514.03736,0,FILLED,25-01-03 23:15:40
11207629,25-01-03 23:15:47,568716393,THEUSDT,MARKET,BUY,0,1.56058282,4118.6,4118.6,6427.41641,0,FILLED,25-01-03 23:15:47
11207629,25-01-03 23:15:49,568716760,THEUSDT,MARKET,BUY,0,1.56069418,3942.8,3942.8,6153.50501,0,FILLED,25-01-03 23:15:49
11207629,25-01-03 23:15:53,568717198,THEUSDT,MARKET,BUY,0,1.5607,16,16,24.9712,0,FILLED,25-01-03 23:15:53
11207629,25-01-03 23:18:57,568731011,THEUSDT,LIMIT,SELL,1.551,1.55621232,7087.7,7087.7,11029.96603,0,FILLED,25-01-03 23:18:57
11207629,25-01-03 23:19:19,568732640,THEUSDT,LIMIT,SELL,1.551,1.55712468,8630.9,8630.9,13439.3874,0,FILLED,25-01-03 23:19:19
11207629,25-01-03 23:19:38,568733830,THEUSDT,MARKET,BUY,0,1.55855623,8791.8,8791.8,13702.51469,0,FILLED,25-01-03 23:19:38
11207629,25-01-03 23:19:41,568734222,THEUSDT,MARKET,BUY,0,1.55912654,4274.5,4274.5,6664.48638,0,FILLED,25-01-03 23:19:41
11207629,25-01-03 23:20:02,568735642,THEUSDT,MARKET,BUY,0,1.5578,108.9,108.9,169.64442,0,FILLED,25-01-03 23:20:02
11207629,25-01-03 23:20:51,568740116,THEUSDT,LIMIT,SELL,1.55,1.55817976,6170.4,6170.4,9614.59239,0,FILLED,25-01-03 23:20:51
11207629,25-01-03 23:20:58,568740588,THEUSDT,MARKET,BUY,0,1.55842379,5833.6,5833.6,9091.22104,0,FILLED,25-01-03 23:20:58
11207629,25-01-03 23:21:35,568743439,THEUSDT,LIMIT,SELL,1.55,,8245.4,0,0,1.55,EXPIRED,25-01-03 23:30:56
11207629,25-01-03 23:21:46,568744711,THEUSDT,MARKET,BUY,0,1.56113198,731.1,731.1,1141.34359,0,FILLED,25-01-03 23:21:46
11207629,25-01-03 23:22:28,568748121,THEUSDT,STOP,SELL,1.55,,8148.8,0,0,1.55,CANCELED,25-01-03 23:22:45
11207629,25-01-03 23:23:02,568750578,THEUSDT,LIMIT,SELL,1.55,1.55,3780.9,3780.9,5860.395,1.55,FILLED,25-01-03 23:31:00
11207629,25-01-03 23:32:03,568790240,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,1.5484,CANCELED,25-01-04 00:08:34
11207629,25-01-03 23:38:41,568821813,THEUSDT,MARKET,BUY,0,1.55551573,1269.4,1269.4,1974.57167,0,FILLED,25-01-03 23:38:41
11207629,25-01-03 23:41:22,568831409,THEUSDT,MARKET,BUY,0,1.5577,470.5,470.5,732.89785,0,FILLED,25-01-03 23:41:22
11207629,25-01-03 23:41:49,568832960,THEUSDT,MARKET,BUY,0,1.5586,379.4,379.4,591.33284,0,FILLED,25-01-03 23:41:49
11207629,25-01-03 23:45:23,568847351,THEUSDT,MARKET,BUY,0,1.5588,216.9,216.9,338.10372,0,FILLED,25-01-03 23:45:23
11207629,25-01-03 23:50:24,568866074,THEUSDT,MARKET,BUY,0,1.56099361,505.4,505.4,788.92617,0,FILLED,25-01-03 23:50:24
11207629,25-01-03 23:50:27,568866525,THEUSDT,MARKET,BUY,0,1.5617,138.6,138.6,216.45162,0,FILLED,25-01-03 23:50:27
11207629,25-01-03 23:51:39,568871011,THEUSDT,STOP_MARKET,SELL,0,,5612.8,0,0,1.55,CANCELED,25-01-04 00:00:24
11207629,25-01-03 23:52:11,568872122,THEUSDT,STOP_MARKET,SELL,0,,8980.4,0,0,1.551,CANCELED,25-01-04 00:02:03
11207629,25-01-03 23:58:02,568888905,THEUSDT,MARKET,BUY,0,1.562,248,248,387.376,0,FILLED,25-01-03 23:58:02
11207629,25-01-03 23:59:18,568891830,THEUSDT,MARKET,BUY,0,1.5625,206.8,206.8,323.125,0,FILLED,25-01-03 23:59:18
11207629,25-01-04 00:00:00,568893783,THEUSDT,STOP_MARKET,SELL,0,,5840.2,0,0,1.552,CANCELED,25-01-04 00:02:05
11207629,25-01-04 00:00:49,568899755,THEUSDT,MARKET,BUY,0,1.56749934,966.2,966.2,1514.51786,0,FILLED,25-01-04 00:00:49
11207629,25-01-04 00:00:53,568899944,THEUSDT,MARKET,BUY,0,1.5671,642.8,642.8,1007.33188,0,FILLED,25-01-04 00:00:53
11207629,25-01-04 00:01:20,568903168,THEUSDT,STOP_MARKET,SELL,0,,6644.7,0,0,1.557,CANCELED,25-01-04 00:03:18
11207629,25-01-04 00:01:37,568904954,THEUSDT,STOP_MARKET,SELL,0,,6644.7,0,0,1.557,CANCELED,25-01-04 00:03:22
11207629,25-01-04 00:01:50,568906081,THEUSDT,MARKET,BUY,0,1.56977803,915.7,915.7,1437.44574,0,FILLED,25-01-04 00:01:50
11207629,25-01-04 00:02:16,568909085,THEUSDT,MARKET,BUY,0,1.57046879,505.6,505.6,794.02902,0,FILLED,25-01-04 00:02:16
11207629,25-01-04 00:02:48,568911625,THEUSDT,STOP_MARKET,SELL,0,,8237.9,0,0,1.559,CANCELED,25-01-04 00:08:32
11207629,25-01-04 00:03:01,568912555,THEUSDT,STOP_MARKET,SELL,0,,7355.3,0,0,1.56,CANCELED,25-01-04 00:08:37
11207629,25-01-04 00:07:05,568936698,THEUSDT,MARKET,BUY,0,1.5721,796,796,1251.3916,0,FILLED,25-01-04 00:07:05
11207629,25-01-04 00:07:14,568939501,THEUSDT,MARKET,BUY,0,1.57454361,854.1,854.1,1344.8177,0,FILLED,25-01-04 00:07:14
11207629,25-01-04 00:07:41,568945064,THEUSDT,STOP_MARKET,SELL,0,,8180.4,0,0,1.564,CANCELED,25-01-04 00:28:35
11207629,25-01-04 00:08:03,568951527,THEUSDT,STOP_MARKET,SELL,0,,8016.7,0,0,1.565,CANCELED,25-01-04 00:28:37
11207629,25-01-04 00:08:15,568954443,THEUSDT,MARKET,BUY,0,1.5760312,689,689,1085.8855,0,FILLED,25-01-04 00:08:15
11207629,25-01-04 00:09:41,568964716,THEUSDT,STOP_MARKET,SELL,0,,8524.9,0,0,1.5655,CANCELED,25-01-04 00:28:52
11207629,25-01-04 00:10:07,568968376,THEUSDT,STOP_MARKET,SELL,0,,8524.9,0,0,1.565,CANCELED,25-01-04 00:28:54
11207629,25-01-04 00:17:35,569011142,THEUSDT,MARKET,BUY,0,1.58084954,2043.1,2043.1,3229.8337,0,FILLED,25-01-04 00:17:35
11207629,25-01-04 00:17:50,569013165,THEUSDT,MARKET,BUY,0,1.58273951,1228.7,1228.7,1944.71204,0,FILLED,25-01-04 00:17:50
11207629,25-01-04 00:18:47,569022010,THEUSDT,STOP_MARKET,SELL,0,,7925.4,0,0,1.572,CANCELED,25-01-04 00:36:34
11207629,25-01-04 00:19:05,569024305,THEUSDT,STOP_MARKET,SELL,0,,8331.8,0,0,1.573,EXPIRED,25-01-04 00:36:28
11207629,25-01-04 00:19:20,569026830,THEUSDT,MARKET,SELL,0,1.57243596,6795.8,6795.8,10685.96031,1.574,FILLED,25-01-04 00:36:26
11207629,25-01-04 00:19:52,569034384,THEUSDT,MARKET,BUY,0,1.58986259,915,915,1454.72427,0,FILLED,25-01-04 00:19:52
11207629,25-01-04 00:20:40,569043915,THEUSDT,STOP_MARKET,SELL,0,,7432.8,0,0,1.5738,EXPIRED,25-01-04 00:36:28
11207629,25-01-04 00:31:30,569132285,THEUSDT,MARKET,SELL,0,1.57265296,8919.3,8919.3,14026.96354,1.5741,FILLED,25-01-04 00:36:26
11207629,25-01-04 00:31:47,569133595,THEUSDT,STOP_MARKET,SELL,0,,8494.6,0,0,1.574,EXPIRED,25-01-04 00:36:26
11207629,25-01-04 00:35:15,569157707,THEUSDT,MARKET,SELL,0,1.57433339,5521.5,5521.5,8692.68182,1.575,FILLED,25-01-04 00:36:24
11207629,25-01-04 00:37:22,569173278,THEUSDT,MARKET,BUY,0,1.57642051,4930.1,4930.1,7771.91078,0,FILLED,25-01-04 00:37:22
11207629,25-01-04 00:37:29,569174810,THEUSDT,MARKET,BUY,0,1.57716287,7892.3,7892.3,12447.4425,0,FILLED,25-01-04 00:37:29
11207629,25-01-04 00:38:44,569183498,THEUSDT,STOP_MARKET,SELL,0,,5385.4,0,0,1.567,CANCELED,25-01-04 00:50:08
11207629,25-01-04 00:38:54,569184561,THEUSDT,STOP_MARKET,SELL,0,,4359.6,0,0,1.5671,CANCELED,25-01-04 00:50:08
11207629,25-01-04 00:39:33,569190703,THEUSDT,MARKET,SELL,0,1.57097713,4487.8,4487.8,7050.23115,1.572,FILLED,25-01-04 00:39:56
11207629,25-01-04 00:40:25,569197846,THEUSDT,MARKET,BUY,0,1.57082882,2319.9,2319.9,3644.16579,0,FILLED,25-01-04 00:40:25
11207629,25-01-04 00:41:07,569203802,THEUSDT,STOP_MARKET,SELL,0,,5540.3,0,0,1.566,CANCELED,25-01-04 00:50:08
11207629,25-01-04 00:46:54,569241951,THEUSDT,MARKET,BUY,0,1.57359586,870,870,1369.0284,0,FILLED,25-01-04 00:46:54
11207629,25-01-04 00:48:04,569250091,THEUSDT,MARKET,SELL,0,1.56886611,4955.5,4955.5,7774.516,1.57,FILLED,25-01-04 00:49:16
11207629,25-01-04 00:48:32,569252640,THEUSDT,MARKET,SELL,0,1.56869102,7123.4,7123.4,11174.41364,1.568,FILLED,25-01-04 00:50:01
11207629,25-01-04 00:48:47,569253685,THEUSDT,MARKET,BUY,0,1.57481331,554.4,554.4,873.0765,0,FILLED,25-01-04 00:48:47
11207629,25-01-04 00:50:42,569268639,THEUSDT,MARKET,BUY,0,1.5704959,8174.2,8174.2,12837.5476,0,FILLED,25-01-04 00:50:42
11207629,25-01-04 00:50:49,569269673,THEUSDT,MARKET,BUY,0,1.57199086,1246.7,1246.7,1959.801,0,FILLED,25-01-04 00:50:49
11207629,25-01-04 00:51:24,569274412,THEUSDT,STOP_MARKET,SELL,0,,9420.9,0,0,1.563,CANCELED,25-01-04 00:56:41
11207629,25-01-04 00:52:16,569279954,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,1.5644,CANCELED,25-01-04 00:54:00
11207629,25-01-04 00:53:45,569287355,THEUSDT,MARKET,BUY,0,1.57441107,297.1,297.1,467.75753,0,FILLED,25-01-04 00:53:45
11207629,25-01-04 00:54:00,569289235,THEUSDT,STOP_MARKET,SELL,0,,0,0,0,1.566,CANCELED,25-01-04 00:56:43
11207629,25-01-04 00:54:05,569289964,THEUSDT,MARKET,BUY,0,1.57614798,986.9,986.9,1555.50044,0,FILLED,25-01-04 00:54:05
11207629,25-01-04 00:55:28,569296487,THEUSDT,MARKET,BUY,0,1.5771397,414.6,414.6,653.88212,0,FILLED,25-01-04 00:55:28
11207629,25-01-04 00:55:41,569298040,THEUSDT,MARKET,BUY,0,1.57843519,517.5,517.5,816.84021,0,FILLED,25-01-04 00:55:41
11207629,25-01-04 00:55:55,569299536,THEUSDT,MARKET,BUY,0,1.5798348,401.2,401.2,633.82972,0,FILLED,25-01-04 00:55:55
11207629,25-01-04 00:56:21,569303643,THEUSDT,MARKET,SELL,0,1.56831693,6019.1,6019.1,9439.85641,1.57,FILLED,25-01-04 01:05:56
11207629,25-01-04 00:56:30,569303996,THEUSDT,MARKET,SELL,0,1.56791368,6019.1,6019.1,9437.42926,1.57,FILLED,25-01-04 01:05:56
11207629,25-01-04 09:49:49,13292580,ZEREBROUSDT,MARKET,BUY,0,0.5556343,10198,10198,5666.3586,0,FILLED,25-01-04 09:49:49
11207629,25-01-04 09:50:04,13294170,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.55,CANCELED,25-01-04 09:59:57
11207629,25-01-04 09:50:52,13299675,ZEREBROUSDT,MARKET,BUY,0,0.55706386,415,415,231.1815,0,FILLED,25-01-04 09:50:52
11207629,25-01-04 09:51:34,13302948,ZEREBROUSDT,MARKET,BUY,0,0.55616359,2906,2906,1616.2114,0,FILLED,25-01-04 09:51:34
11207629,25-01-04 09:51:37,13303395,ZEREBROUSDT,MARKET,BUY,0,0.55655387,555,555,308.8874,0,FILLED,25-01-04 09:51:37
11207629,25-01-04 09:54:00,13317271,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.7,CANCELED,25-01-04 09:54:28
11207629,25-01-04 09:54:28,13320061,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.6,EXPIRED,25-01-04 10:07:51
11207629,25-01-04 09:59:16,13351232,ZEREBROUSDT,MARKET,BUY,0,0.5573,406,406,226.2638,0,FILLED,25-01-04 09:59:16
11207629,25-01-04 09:59:31,13352475,ZEREBROUSDT,MARKET,BUY,0,0.55744512,2963,2963,1651.7099,0,FILLED,25-01-04 09:59:31
11207629,25-01-04 09:59:43,13353714,ZEREBROUSDT,MARKET,BUY,0,0.55742561,410,410,228.5445,0,FILLED,25-01-04 09:59:43
11207629,25-01-04 09:59:58,13354929,ZEREBROUSDT,MARKET,SELL,0,0.55012153,17853,17853,9821.3197,0.552,FILLED,25-01-04 10:07:51
11207629,25-01-04 10:40:39,13656701,ZEREBROUSDT,MARKET,BUY,0,0.5484092,9904,9904,5431.4447,0,FILLED,25-01-04 10:40:39
11207629,25-01-04 10:40:52,13659145,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5456,CANCELED,25-01-04 10:49:18
11207629,25-01-04 10:42:08,13668281,ZEREBROUSDT,MARKET,BUY,0,0.54938009,1090,1090,598.8243,0,FILLED,25-01-04 10:42:08
11207629,25-01-04 10:48:44,13711924,ZEREBROUSDT,MARKET,BUY,0,0.55189906,1806,1806,996.7297,0,FILLED,25-01-04 10:48:44
11207629,25-01-04 10:49:18,13714853,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.547,CANCELED,25-01-04 10:56:39
11207629,25-01-04 10:56:25,13763459,ZEREBROUSDT,MARKET,BUY,0,0.5519,531,531,293.0589,0,FILLED,25-01-04 10:56:25
11207629,25-01-04 10:56:39,13764659,ZEREBROUSDT,MARKET,SELL,0,0.54667128,13331,13331,7287.6748,0.548,FILLED,25-01-04 10:58:05
11207629,25-01-04 10:59:03,13788585,ZEREBROUSDT,MARKET,BUY,0,0.54724599,6565,6565,3592.6699,0,FILLED,25-01-04 10:59:03
11207629,25-01-04 10:59:19,13791097,ZEREBROUSDT,MARKET,SELL,0,0.54369395,7817,7817,4250.0556,0.545,FILLED,25-01-04 11:00:39
11207629,25-01-04 10:59:26,13791571,ZEREBROUSDT,MARKET,BUY,0,0.5479,244,244,133.6876,0,FILLED,25-01-04 10:59:26
11207629,25-01-04 10:59:50,13794146,ZEREBROUSDT,MARKET,BUY,0,0.5476,1008,1008,551.9808,0,FILLED,25-01-04 10:59:50
11207629,25-01-04 11:00:51,13805020,ZEREBROUSDT,MARKET,BUY,0,0.54426767,4374,4374,2380.6268,0,FILLED,25-01-04 11:00:51
11207629,25-01-04 11:01:04,13807496,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5419,CANCELED,25-01-04 11:02:36
11207629,25-01-04 11:02:24,13814966,ZEREBROUSDT,MARKET,BUY,0,0.5458,491,491,267.9878,0,FILLED,25-01-04 11:02:24
11207629,25-01-04 11:02:36,13816117,ZEREBROUSDT,MARKET,SELL,0,0.54039596,5193,5193,2806.2762,0.542,FILLED,25-01-04 11:06:40
11207629,25-01-04 11:02:42,13816502,ZEREBROUSDT,MARKET,BUY,0,0.546,328,328,179.088,0,FILLED,25-01-04 11:02:42
11207629,25-01-04 11:06:53,13849903,ZEREBROUSDT,MARKET,BUY,0,0.54154369,2053,2053,1111.7892,0,FILLED,25-01-04 11:06:53
11207629,25-01-04 11:07:04,13851608,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5385,EXPIRED,25-01-04 11:15:40
11207629,25-01-04 11:11:21,13880204,ZEREBROUSDT,MARKET,BUY,0,0.54557162,7110,7110,3879.0142,0,FILLED,25-01-04 11:11:21
11207629,25-01-04 11:13:24,13890090,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.6,EXPIRED,25-01-04 11:15:40
11207629,25-01-04 11:15:40,13911421,ZEREBROUSDT,MARKET,SELL,0,0.54635644,9163,9163,5006.2641,0,FILLED,25-01-04 11:15:40
11207629,25-01-04 11:16:21,13915906,ZEREBROUSDT,MARKET,BUY,0,0.54558407,11849,11849,6464.6257,0,FILLED,25-01-04 11:16:21
11207629,25-01-04 11:16:34,13917269,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5428,CANCELED,25-01-04 11:28:18
11207629,25-01-04 11:18:43,13930302,ZEREBROUSDT,MARKET,BUY,0,0.5481,1144,1144,627.0264,0,FILLED,25-01-04 11:18:43
11207629,25-01-04 11:27:59,13998313,ZEREBROUSDT,MARKET,BUY,0,0.5506,2669,2669,1469.5514,0,FILLED,25-01-04 11:27:59
11207629,25-01-04 11:28:18,14001453,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.546,CANCELED,25-01-04 11:28:35
11207629,25-01-04 11:28:26,14003510,ZEREBROUSDT,MARKET,BUY,0,0.55181652,2457,2457,1355.8132,0,FILLED,25-01-04 11:28:26
11207629,25-01-04 11:28:35,14005727,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.547,CANCELED,25-01-04 12:04:05
11207629,25-01-04 11:30:28,14015225,ZEREBROUSDT,MARKET,BUY,0,0.5514,22,22,12.1308,0,FILLED,25-01-04 11:30:28
11207629,25-01-04 11:31:05,14017521,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.6,EXPIRED,25-01-04 12:45:50
11207629,25-01-04 12:04:06,14157104,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.548,CANCELED,25-01-04 12:11:24
11207629,25-01-04 12:11:25,14205503,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.553,CANCELED,25-01-04 12:11:37
11207629,25-01-04 12:11:37,14206509,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.552,CANCELED,25-01-04 12:11:47
11207629,25-01-04 12:11:47,14207407,ZEREBROUSDT,MARKET,SELL,0,0.54907749,18141,18141,9960.8147,0.55,FILLED,25-01-04 12:45:50
11207629,25-01-04 12:46:07,14376827,ZEREBROUSDT,MARKET,BUY,0,0.55044078,12537,12537,6900.8761,0,FILLED,25-01-04 12:46:07
11207629,25-01-04 12:46:21,14378178,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5476,CANCELED,25-01-04 12:53:32
11207629,25-01-04 12:51:56,14407026,ZEREBROUSDT,MARKET,BUY,0,0.55037544,509,509,280.1411,0,FILLED,25-01-04 12:51:56
11207629,25-01-04 12:53:16,14414731,ZEREBROUSDT,MARKET,BUY,0,0.55167617,986,986,543.9527,0,FILLED,25-01-04 12:53:16
11207629,25-01-04 12:53:33,14415754,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.547,CANCELED,25-01-04 12:53:40
11207629,25-01-04 12:53:40,14416384,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.548,CANCELED,25-01-04 12:54:04
11207629,25-01-04 12:53:53,14419609,ZEREBROUSDT,MARKET,BUY,0,0.55242741,974,974,538.0643,0,FILLED,25-01-04 12:53:53
11207629,25-01-04 12:54:05,14422666,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.5485,CANCELED,25-01-04 12:55:24
11207629,25-01-04 12:55:13,14428164,ZEREBROUSDT,MARKET,BUY,0,0.55341339,814,814,450.4785,0,FILLED,25-01-04 12:55:13
11207629,25-01-04 12:55:25,14429315,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.549,CANCELED,25-01-04 12:55:45
11207629,25-01-04 12:55:29,14430113,ZEREBROUSDT,MARKET,BUY,0,0.55449636,1235,1235,684.803,0,FILLED,25-01-04 12:55:29
11207629,25-01-04 12:55:45,14431885,ZEREBROUSDT,STOP_MARKET,SELL,0,,0,0,0,0.55,CANCELED,25-01-04 12:56:15
11207629,25-01-04 12:55:49,14432172,ZEREBROUSDT,MARKET,BUY,0,0.55488169,901,901,499.9484,0,FILLED,25-01-04 12:55:49
11207629,25-01-04 12:55:53,14432574,ZEREBROUSDT,MARKET,BUY,0,0.5548,46,46,25.5208,0,FILLED,25-01-04 12:55:53
11207629,25-01-04 12:55:58,14433132,ZEREBROUSDT,MARKET,BUY,0,0.5547,15,15,8.3205,0,FILLED,25-01-04 12:55:58
