Uid,Time,Order No,Symbol,Type,Side,Price,Average Price,Amount,Executed Amount,Executed Quote Amount,Stop Price,Status,Update Time
11207629,24-01-06 19:42:04,8309318679,MASKUSDT,MARKET,SELL,0,4.472,531,531,2374.632,0,FILLED,24-01-06 19:42:04
11207629,24-01-06 19:42:13,8309321728,MASKUSDT,MARKET,BUY,0,4.495,531,531,2386.845,4.494,FILLED,24-01-06 19:43:02
11207629,24-01-06 19:45:29,8309407865,MASKUSDT,MARKET,SELL,0,4.497,371,371,1668.387,0,FILLED,24-01-06 19:45:29
11207629,24-01-06 19:45:51,8309413563,MASKUSDT,MARKET,BUY,0,4.529,371,371,1680.259,4.526,FILLED,24-01-06 19:48:57
11207629,24-01-06 19:49:05,8309462930,MASKUSDT,MARKET,SELL,0,4.514,214,214,965.996,0,FILLED,24-01-06 19:49:05
11207629,24-01-06 19:49:13,8309466236,MASKUSDT,MARKET,BUY,0,4.552,214,214,974.128,4.543,FILLED,24-01-06 20:00:54
11207629,24-01-06 20:10:27,8310047489,MASKUSDT,MARKET,SELL,0,4.579,129,129,590.691,0,FILLED,24-01-06 20:10:27
11207629,24-01-06 20:10:39,8310053132,MASKUSDT,MARKET,BUY,0,4.619,129,129,595.851,4.609,FILLED,24-01-06 20:21:15
11207629,24-01-06 20:50:35,8311102998,MASKUSDT,LIMIT,SELL,4.728,,66,0,0,0,CANCELED,24-01-06 20:50:38
11207629,24-01-06 20:50:44,8311105460,MASKUSDT,MARKET,SELL,0,4.701,66,66,310.266,0,FILLED,24-01-06 20:50:44
11207629,24-01-06 20:50:53,8311108749,MASKUSDT,MARKET,BUY,0,4.74,66,66,312.84,4.732,FILLED,24-01-06 20:57:49
11207629,24-01-06 21:49:53,8312283028,MASKUSDT,LIMIT,SELL,4.642,4.678,25,25,116.95,0,FILLED,24-01-06 21:49:53
11207629,24-01-06 23:31:14,8314204675,MASKUSDT,LIMIT,BUY,4.8062,4.767,25,25,119.175,0,FILLED,24-01-06 23:31:14
11207629,24-01-10 19:45:57,18196856288,AVAXUSDT,MARKET,BUY,0,35.21877833,203,203,7149.412,0,FILLED,24-01-10 19:45:57
11207629,24-01-10 19:46:13,18196862330,AVAXUSDT,STOP_MARKET,SELL,0,,0,0,0,35.099,EXPIRED,24-01-10 19:52:45
11207629,24-01-10 19:47:10,18196882003,AVAXUSDT,MARKET,BUY,0,35.294,19,19,670.586,0,FILLED,24-01-10 19:47:10
11207629,24-01-10 19:47:20,18196886891,AVAXUSDT,MARKET,BUY,0,35.341,6,6,212.046,0,FILLED,24-01-10 19:47:20
11207629,24-01-10 19:47:32,18196890966,AVAXUSDT,MARKET,BUY,0,35.342,6,6,212.052,0,FILLED,24-01-10 19:47:32
11207629,24-01-10 19:48:11,18196904863,AVAXUSDT,MARKET,BUY,0,35.35966667,6,6,212.158,0,FILLED,24-01-10 19:48:11
11207629,24-01-10 19:49:12,18196921992,AVAXUSDT,MARKET,BUY,0,35.364,4,4,141.456,0,FILLED,24-01-10 19:49:12
11207629,24-01-10 19:49:43,18196929106,AVAXUSDT,MARKET,BUY,0,35.373,3,3,106.119,0,FILLED,24-01-10 19:49:43
11207629,24-01-10 19:52:45,18196986756,AVAXUSDT,MARKET,SELL,0,35.36661943,247,247,8735.555,0,FILLED,24-01-10 19:52:45
11207629,24-01-10 19:53:17,29996490842,LINKUSDT,MARKET,BUY,0,14.28351176,577.62,577.62,8250.44206,0,FILLED,24-01-10 19:53:17
11207629,24-01-10 19:53:28,29996494710,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.212,CANCELED,24-01-10 20:01:53
11207629,24-01-10 19:56:58,29996573128,LINKUSDT,MARKET,BUY,0,14.30182979,35.78,35.78,511.71947,0,FILLED,24-01-10 19:56:58
11207629,24-01-10 19:57:38,29996589191,LINKUSDT,MARKET,BUY,0,14.314,17.38,17.38,248.77732,0,FILLED,24-01-10 19:57:38
11207629,24-01-10 20:01:53,29996697878,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.214,CANCELED,24-01-10 20:07:23
11207629,24-01-10 20:07:24,29996847886,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.2,CANCELED,24-01-10 20:08:00
11207629,24-01-10 20:08:01,29996869925,LINKUSDT,MARKET,SELL,0,14.05693061,630.78,630.78,8866.83069,14.15,FILLED,24-01-10 20:12:00
11207629,24-01-10 20:12:42,29997075458,LINKUSDT,MARKET,BUY,0,14.044,50.97,50.97,715.82268,0,FILLED,24-01-10 20:12:42
11207629,24-01-10 20:12:54,29997085402,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,13.904,CANCELED,24-01-10 20:14:48
11207629,24-01-10 20:14:36,29997158163,LINKUSDT,MARKET,BUY,0,14.079,31.24,31.24,439.82796,0,FILLED,24-01-10 20:14:36
11207629,24-01-10 20:14:48,29997163958,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,13.93,CANCELED,24-01-10 20:15:15
11207629,24-01-10 20:15:15,29997178279,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,13.933,CANCELED,24-01-10 20:16:29
11207629,24-01-10 20:16:19,29997224280,LINKUSDT,MARKET,BUY,0,14.172,45.44,45.44,643.97568,0,FILLED,24-01-10 20:16:19
11207629,24-01-10 20:16:30,29997231027,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.1,CANCELED,24-01-10 20:20:22
11207629,24-01-10 20:20:23,29997352428,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.08,CANCELED,24-01-10 20:20:46
11207629,24-01-10 20:20:46,29997367105,LINKUSDT,MARKET,SELL,0,14.06453584,127.65,127.65,1795.338,14.06,FILLED,24-01-10 20:23:06
11207629,24-01-10 20:23:21,29997456400,LINKUSDT,MARKET,BUY,0,14.05706787,55.25,55.25,776.653,0,FILLED,24-01-10 20:23:21
11207629,24-01-10 20:23:31,29997464245,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,13.995,CANCELED,24-01-10 20:28:01
11207629,24-01-10 20:23:43,29997470874,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,20,CANCELED,24-01-10 20:23:54
11207629,24-01-10 20:23:55,29997476615,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,33,CANCELED,24-01-10 20:31:05
11207629,24-01-10 20:24:12,29997488906,LINKUSDT,MARKET,BUY,0,14.1251035,12.27,12.27,173.31502,0,FILLED,24-01-10 20:24:12
11207629,24-01-10 20:27:47,29997598986,LINKUSDT,MARKET,BUY,0,14.151,15.86,15.86,224.43486,0,FILLED,24-01-10 20:27:47
11207629,24-01-10 20:28:02,29997603787,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.05,CANCELED,24-01-10 20:33:31
11207629,24-01-10 20:28:52,29997630361,LINKUSDT,MARKET,BUY,0,14.168,5.11,5.11,72.39848,0,FILLED,24-01-10 20:28:52
11207629,24-01-10 20:31:05,29997685219,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,20,EXPIRED,24-01-10 21:00:49
11207629,24-01-10 20:33:20,29997736282,LINKUSDT,MARKET,BUY,0,14.186,9.67,9.67,137.17862,0,FILLED,24-01-10 20:33:20
11207629,24-01-10 20:33:32,29997741909,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.07,CANCELED,24-01-10 20:34:23
11207629,24-01-10 20:33:49,29997748666,LINKUSDT,MARKET,SELL,0,14.198,30.45,30.45,432.3291,0,FILLED,24-01-10 20:33:49
11207629,24-01-10 20:33:52,29997749259,LINKUSDT,MARKET,BUY,0,14.202,29.65,29.65,421.0893,0,FILLED,24-01-10 20:33:52
11207629,24-01-10 20:34:02,29997752114,LINKUSDT,MARKET,BUY,0,14.204,3.96,3.96,56.24784,0,FILLED,24-01-10 20:34:02
11207629,24-01-10 20:34:07,29997753903,LINKUSDT,MARKET,SELL,0,14.197,60.84,60.84,863.74548,0,FILLED,24-01-10 20:34:07
11207629,24-01-10 20:34:09,29997754621,LINKUSDT,MARKET,BUY,0,14.196,55.98,55.98,794.69208,0,FILLED,24-01-10 20:34:09
11207629,24-01-10 20:34:23,29997760211,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.09,CANCELED,24-01-10 20:47:37
11207629,24-01-10 20:38:27,29997849785,LINKUSDT,MARKET,BUY,0,14.208,2.69,2.69,38.21952,0,FILLED,24-01-10 20:38:27
11207629,24-01-10 20:47:27,29998234506,LINKUSDT,MARKET,BUY,0,14.259,5.19,5.19,74.00421,0,FILLED,24-01-10 20:47:27
11207629,24-01-10 20:47:37,29998241097,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.1,CANCELED,24-01-10 20:53:45
11207629,24-01-10 20:53:37,29998455648,LINKUSDT,MARKET,BUY,0,14.272,17.55,17.55,250.4736,0,FILLED,24-01-10 20:53:37
11207629,24-01-10 20:53:54,29998465201,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.14,CANCELED,24-01-10 20:54:21
11207629,24-01-10 20:54:22,29998488798,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.2,CANCELED,24-01-10 21:00:37
11207629,24-01-10 21:00:28,29998727980,LINKUSDT,MARKET,BUY,0,14.36559888,32.11,32.11,461.27938,0,FILLED,24-01-10 21:00:28
11207629,24-01-10 21:00:38,29998734491,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.21,EXPIRED,24-01-10 21:00:49
11207629,24-01-10 21:00:49,29998739522,LINKUSDT,MARKET,SELL,0,14.35904151,156.1,156.1,2241.44638,0,FILLED,24-01-10 21:00:49
11207629,24-01-10 21:00:52,29998740606,LINKUSDT,MARKET,BUY,0,14.35539842,180.01,180.01,2584.11527,0,FILLED,24-01-10 21:00:52
11207629,24-01-10 21:01:10,29998756316,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.27,CANCELED,24-01-10 21:05:10
11207629,24-01-10 21:03:49,29998862398,LINKUSDT,MARKET,SELL,0,14.34865602,43.52,43.52,624.45351,0,FILLED,24-01-10 21:03:49
11207629,24-01-10 21:05:11,29998918810,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.279,CANCELED,24-01-10 21:07:34
11207629,24-01-10 21:07:23,29999012711,LINKUSDT,MARKET,BUY,0,14.438,32.46,32.46,468.65748,0,FILLED,24-01-10 21:07:23
11207629,24-01-10 21:07:35,29999021093,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.33,CANCELED,24-01-10 21:08:52
11207629,24-01-10 21:08:32,29999063755,LINKUSDT,MARKET,SELL,0,14.467,110.4,110.4,1597.1568,0,FILLED,24-01-10 21:08:32
11207629,24-01-10 21:08:38,29999066929,LINKUSDT,MARKET,BUY,0,14.47841707,112.74,112.74,1632.29674,0,FILLED,24-01-10 21:08:38
11207629,24-01-10 21:08:52,29999073131,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.346,CANCELED,24-01-10 21:10:05
11207629,24-01-10 21:09:47,29999115398,LINKUSDT,MARKET,BUY,0,14.478,10.26,10.26,148.54428,0,FILLED,24-01-10 21:09:47
11207629,24-01-10 21:10:05,29999125075,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.355,CANCELED,24-01-10 21:12:18
11207629,24-01-10 21:11:57,29999204950,LINKUSDT,MARKET,BUY,0,14.584,69.83,69.83,1018.40072,0,FILLED,24-01-10 21:11:57
11207629,24-01-10 21:12:19,29999225206,LINKUSDT,MARKET,SELL,0,14.42916549,252.1,252.1,3637.59262,14.45,FILLED,24-01-10 21:18:08
11207629,24-01-10 21:12:29,29999233896,LINKUSDT,MARKET,BUY,0,14.549,2.82,2.82,41.02818,0,FILLED,24-01-10 21:12:29
11207629,24-01-10 21:22:03,29999666595,LINKUSDT,MARKET,BUY,0,14.45261137,61.19,61.19,884.35529,0,FILLED,24-01-10 21:22:03
11207629,24-01-10 21:22:15,29999675746,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.404,CANCELED,24-01-10 21:48:34
11207629,24-01-10 21:25:27,29999783572,LINKUSDT,MARKET,BUY,0,14.500897,23.69,23.69,343.52625,0,FILLED,24-01-10 21:25:27
11207629,24-01-10 21:48:25,30000515920,LINKUSDT,MARKET,BUY,0,14.599,30.48,30.48,444.97752,0,FILLED,24-01-10 21:48:25
11207629,24-01-10 21:48:34,30000523767,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.47,EXPIRED,24-01-10 21:48:47
11207629,24-01-10 21:48:47,30000530123,LINKUSDT,MARKET,SELL,0,14.6124625,137.88,137.88,2014.76633,0,FILLED,24-01-10 21:48:47
11207629,24-01-10 21:48:49,30000530832,LINKUSDT,MARKET,BUY,0,14.61371237,142.37,142.37,2080.55423,0,FILLED,24-01-10 21:48:49
11207629,24-01-10 21:49:11,30000543376,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.5,CANCELED,24-01-10 21:51:21
11207629,24-01-10 21:51:09,30000602278,LINKUSDT,MARKET,SELL,0,14.665,20.69,20.69,303.41885,0,FILLED,24-01-10 21:51:09
11207629,24-01-10 21:51:13,30000605027,LINKUSDT,MARKET,SELL,0,14.661,23.9,23.9,350.3979,0,FILLED,24-01-10 21:51:13
11207629,24-01-10 21:51:22,30000608696,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.53,CANCELED,24-01-10 21:58:01
11207629,24-01-10 21:57:50,30000792053,LINKUSDT,MARKET,BUY,0,14.722,27.79,27.79,409.12438,0,FILLED,24-01-10 21:57:50
11207629,24-01-10 21:58:02,30000795979,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.605,CANCELED,24-01-10 22:13:52
11207629,24-01-10 21:59:33,30000841188,LINKUSDT,MARKET,BUY,0,14.765,16.52,16.52,243.9178,0,FILLED,24-01-10 21:59:33
11207629,24-01-10 22:13:37,30001244352,LINKUSDT,MARKET,SELL,0,14.84353782,104.05,104.05,1544.47011,0,FILLED,24-01-10 22:13:37
11207629,24-01-10 22:13:39,30001245726,LINKUSDT,MARKET,BUY,0,14.85179608,137.7,137.7,2045.09232,0,FILLED,24-01-10 22:13:39
11207629,24-01-10 22:13:53,30001249530,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.75,CANCELED,24-01-10 22:20:21
11207629,24-01-10 22:15:24,30001283655,LINKUSDT,MARKET,BUY,0,14.836,7.79,7.79,115.57244,0,FILLED,24-01-10 22:15:24
11207629,24-01-10 22:20:07,30001441109,LINKUSDT,MARKET,BUY,0,14.94188129,43.55,43.55,650.71893,0,FILLED,24-01-10 22:20:07
11207629,24-01-10 22:20:11,30001444079,LINKUSDT,MARKET,BUY,0,14.939,5.27,5.27,78.72853,0,FILLED,24-01-10 22:20:11
11207629,24-01-10 22:20:21,30001449426,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.8,CANCELED,24-01-10 22:20:41
11207629,24-01-10 22:20:34,30001455115,LINKUSDT,MARKET,BUY,0,14.955,23.84,23.84,356.5272,0,FILLED,24-01-10 22:20:34
11207629,24-01-10 22:20:42,30001459493,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.83,CANCELED,24-01-10 22:21:31
11207629,24-01-10 22:21:24,30001488817,LINKUSDT,MARKET,BUY,0,14.985,17.93,17.93,268.68105,0,FILLED,24-01-10 22:21:24
11207629,24-01-10 22:21:31,30001493578,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.84,CANCELED,24-01-10 22:23:55
11207629,24-01-10 22:23:43,30001579005,LINKUSDT,MARKET,BUY,0,14.986,26.08,26.08,390.83488,0,FILLED,24-01-10 22:23:43
11207629,24-01-10 22:23:56,30001585749,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.87,CANCELED,24-01-10 22:34:54
11207629,24-01-10 22:34:54,30001916183,LINKUSDT,STOP_MARKET,SELL,0,,0,0,0,14.98,EXPIRED,24-01-10 22:35:04
11207629,24-01-10 22:35:04,30001919460,LINKUSDT,MARKET,SELL,0,15.06497947,277.68,277.68,4183.2435,0,FILLED,24-01-10 22:35:04
11207629,24-01-10 22:36:20,30001955695,LINKUSDT,MARKET,SELL,0,15.08937409,331.34,331.34,4999.71321,0,FILLED,24-01-10 22:36:20
11207629,24-01-10 22:36:34,30001963911,LINKUSDT,STOP_MARKET,BUY,0,,0,0,0,15.119,CANCELED,24-01-10 22:37:57
11207629,24-01-10 22:37:57,30001996166,LINKUSDT,STOP_MARKET,BUY,0,,0,0,0,15.15,EXPIRED,24-01-10 22:58:47
11207629,24-01-10 22:38:20,30002003902,LINKUSDT,STOP_MARKET,BUY,0,,0,0,0,14.8,CANCELED,24-01-10 22:44:53
11207629,24-01-10 22:44:54,30002132552,LINKUSDT,STOP_MARKET,BUY,0,,0,0,0,14.75,EXPIRED,24-01-10 22:58:47
11207629,24-01-10 22:45:21,30002142804,LINKUSDT,MARKET,BUY,0,15.01784336,119.51,119.51,1794.78246,0,FILLED,24-01-10 22:45:21
11207629,24-01-10 22:45:32,30002146549,LINKUSDT,MARKET,BUY,0,15.01770675,59.88,59.88,899.26028,0,FILLED,24-01-10 22:45:32
11207629,24-01-10 22:45:49,30002152922,LINKUSDT,MARKET,SELL,0,15.008,19.92,19.92,298.95936,0,FILLED,24-01-10 22:45:49
11207629,24-01-10 22:46:49,30002173250,LINKUSDT,MARKET,SELL,0,14.99,16.01,16.01,239.9899,0,FILLED,24-01-10 22:46:49
11207629,24-01-10 22:47:53,30002197863,LINKUSDT,MARKET,SELL,0,14.961,21.06,21.06,315.07866,0,FILLED,24-01-10 22:47:53
11207629,24-01-10 22:48:38,30002221296,LINKUSDT,MARKET,SELL,0,14.946,27.86,27.86,416.39556,0,FILLED,24-01-10 22:48:38
11207629,24-01-10 22:58:47,30002434934,LINKUSDT,LIMIT,BUY,15.145,15.07262652,236.8,236.8,3569.19796,0,FILLED,24-01-10 22:58:47
11207629,24-01-12 23:11:05,1315782030,1000BONKUSDT,MARKET,BUY,0,0.01371492,6249,6249,85.704552,0,FILLED,24-01-12 23:11:05
11207629,24-01-12 23:21:44,1315906174,1000BONKUSDT,LIMIT,SELL,0.0134473,0.013622,6249,6249,85.123878,0,FILLED,24-01-12 23:21:44
11207629,24-02-05 18:30:07,4295533819,ENSUSDT,MARKET,SELL,0,20.34281886,66.8,66.8,1358.9003,0,FILLED,24-02-05 18:30:07
11207629,24-02-05 18:30:08,4295534541,ENSUSDT,MARKET,BUY,0,20.42426014,160.3,160.3,3274.0089,20.423,FILLED,24-02-05 18:30:13
11207629,24-02-05 18:30:08,4295534872,ENSUSDT,STOP_MARKET,BUY,0,,0,0,0,20.118,CANCELED,24-02-05 18:30:13
11207629,24-02-05 18:30:14,4295544204,ENSUSDT,MARKET,SELL,0,20.342,224.4,224.4,4564.7448,20.342,FILLED,24-02-05 18:30:26
11207629,24-02-05 18:30:15,4295544666,ENSUSDT,STOP_MARKET,SELL,0,,0,0,0,20.647,CANCELED,24-02-05 18:30:27
11207629,24-02-05 18:30:28,4295551211,ENSUSDT,STOP_MARKET,SELL,0,,0,0,0,20.647,CANCELED,24-02-05 18:30:29
11207629,24-02-05 19:00:34,4296070406,ENSUSDT,LIMIT,BUY,20.773,20.47922002,130.9,130.9,2680.7299,0,FILLED,24-02-05 19:00:34
11207629,24-02-05 19:00:34,4296070888,ENSUSDT,STOP_MARKET,SELL,0,,0,0,0,20.705,CANCELED,24-02-05 19:00:35
11207629,24-02-05 19:45:02,38820411,LSKUSDT,MARKET,SELL,0,1.40834835,699,699,984.4355,0,FILLED,24-02-05 19:45:02
11207629,24-02-05 19:45:03,38820500,LSKUSDT,MARKET,BUY,0,1.39408741,699,699,974.4671,1.3928,FILLED,24-02-05 21:11:17
11207629,24-02-05 19:45:03,38820491,LSKUSDT,STOP_MARKET,BUY,0,,1677,0,0,1.4139,CANCELED,24-02-05 21:11:18
11207629,24-02-06 01:00:04,40025315,LSKUSDT,MARKET,SELL,0,1.54427426,202,202,311.9434,0,FILLED,24-02-06 01:00:04
11207629,24-02-06 01:00:05,40027852,LSKUSDT,MARKET,BUY,0,1.529,202,202,308.858,1.5271,FILLED,24-02-06 01:00:14
11207629,24-02-06 01:00:05,40026999,LSKUSDT,STOP_MARKET,BUY,0,,484,0,0,1.5503,CANCELED,24-02-06 01:00:15
11207629,24-02-06 01:08:33,40265537,LSKUSDT,MARKET,BUY,0,1.53,1260,1260,1927.8,1.5284,FILLED,24-02-06 01:11:42
11207629,24-02-06 01:08:33,40265451,LSKUSDT,MARKET,SELL,0,1.52238343,525,525,799.2513,0,FILLED,24-02-06 01:08:33
11207629,24-02-06 01:08:34,40265555,LSKUSDT,STOP_MARKET,BUY,0,,0,0,0,1.5056,CANCELED,24-02-06 01:11:42
