Time,Type,Amount,Asset,Symbol,Transaction ID
22-01-10 11:39:59,TRANSFER,10.3145,USDT,,94182718617
22-01-10 11:40:11,COMMISSION,-0.4850888,USDT,BTCUSDT,900311800393161
22-01-10 12:16:40,COMMISSION,-0.08374216,USDT,BTCUSDT,900311800428021
22-01-10 13:01:19,REALIZED_PNL,-0.55497941,USDT,BTCUSDT,900301800484364
22-01-10 13:01:19,COMMISSION,-0.08342962,USDT,BTCUSDT,900301800484364
22-01-10 13:01:19,REALIZED_PNL,-3.21888058,USDT,BTCUSDT,900301800484365
22-01-10 13:01:19,COMMISSION,-0.48389179,USDT,BTCUSDT,900301800484365
22-01-10 13:02:00,COMMISSION,-0.25033644,USDT,BTCUSDT,900311800485816
22-01-10 13:26:45,REALIZED_PNL,-2.56815,USDT,BTCUSDT,900301800565176
22-01-10 13:26:45,COMMISSION,-0.24930918,USDT,BTCUSDT,900301800565176
22-01-10 13:28:05,COMMISSION,-0.09978391,USDT,BTCUSDT,900311800572873
22-01-10 14:13:13,REALIZED_PNL,-1.11336,USDT,BTCUSDT,900301800674573
22-01-10 14:13:13,COMMISSION,-0.09933856,USDT,BTCUSDT,900301800674573
22-01-10 14:13:30,COMMISSION,-0.03312513,USDT,BTCUSDT,900311800679230
22-01-10 14:44:29,INSURANCE_CLEAR,-0.30904908,USDT,BTCUSDT,5329025528606801920
22-01-10 14:44:29,REALIZED_PNL,-0.35588,USDT,BTCUSDT,900301800774516
22-01-11 21:39:26,TRANSFER,18.7299,USDT,,94344271475
22-01-11 21:39:44,COMMISSION,-0.03421519,USDT,BTCUSDT,900311806768413
22-01-11 21:39:44,COMMISSION,-0.01710752,USDT,BTCUSDT,900311806768412
22-01-11 21:39:44,COMMISSION,-0.8211648,USDT,BTCUSDT,900311806768414
22-01-11 21:54:27,COMMISSION,-0.44695632,USDT,BTCUSDT,900311806810566
22-01-11 22:13:44,COMMISSION,-0.05135998,USDT,BTCUSDT,900301806863353
22-01-11 22:13:44,REALIZED_PNL,-0.15638285,USDT,BTCUSDT,900301806863352
22-01-11 22:13:44,COMMISSION,-0.06847998,USDT,BTCUSDT,900301806863352
22-01-11 22:13:44,COMMISSION,-0.44511989,USDT,BTCUSDT,900301806863354
22-01-11 22:13:44,REALIZED_PNL,-1.72021142,USDT,BTCUSDT,900301806863351
22-01-11 22:13:44,COMMISSION,-0.75327982,USDT,BTCUSDT,900301806863351
22-01-11 22:13:44,REALIZED_PNL,-0.11728714,USDT,BTCUSDT,900301806863353
22-01-11 22:13:44,REALIZED_PNL,-1.01648857,USDT,BTCUSDT,900301806863354
22-01-11 22:13:52,COMMISSION,-0.61651195,USDT,BTCUSDT,900311806863593
22-01-11 22:23:11,TRANSFER,43.0176,USDT,,94348237097
22-01-11 22:23:19,COMMISSION,-2.02296887,USDT,BTCUSDT,900311806878525
22-01-11 23:16:16,REALIZED_PNL,-26.54877999,USDT,BTCUSDT,900301806941931
22-01-11 23:16:16,COMMISSION,-2.62886131,USDT,BTCUSDT,900301806941931
22-01-11 23:16:32,COMMISSION,-1.14321644,USDT,BTCUSDT,900311806942698
22-01-12 02:00:00,FUNDING_FEE,0.13653292,USDT,BTCUSDT,5334349401875337810
22-01-12 04:45:20,REALIZED_PNL,-14.30584,USDT,BTCUSDT,900301807298544
22-01-12 04:45:20,COMMISSION,-1.1374941,USDT,BTCUSDT,900301807298544
22-01-12 04:46:16,COMMISSION,-0.39091333,USDT,BTCUSDT,900311807302047
22-01-12 10:00:00,FUNDING_FEE,-0.09419942,USDT,BTCUSDT,5335557362182312170
22-01-12 10:10:53,REALIZED_PNL,2.74689,USDT,BTCUSDT,900301807626438
22-01-12 10:10:53,COMMISSION,-0.39201209,USDT,BTCUSDT,900301807626438
22-01-12 10:11:18,COMMISSION,-0.46023886,USDT,BTCUSDT,900311807626907
22-01-12 10:40:18,REALIZED_PNL,-1.79793,USDT,BTCUSDT,900301807660959
22-01-12 10:40:18,COMMISSION,-0.45951969,USDT,BTCUSDT,900301807660959
22-01-12 10:40:23,TRANSFER,95.40045326,USDT,,94391105067
22-01-12 10:40:35,COMMISSION,-2.6382519,USDT,BTCUSDT,900311807661094
22-01-12 10:40:35,COMMISSION,-2.17868544,USDT,BTCUSDT,900311807661095
22-01-12 10:50:17,COMMISSION,-0.102336,USDT,BTCUSDT,900311807671004
22-01-12 10:50:17,COMMISSION,-0.102336,USDT,BTCUSDT,900311807671005
22-01-12 10:50:17,COMMISSION,-0.10233602,USDT,BTCUSDT,900311807671008
22-01-12 10:50:17,COMMISSION,-0.10233602,USDT,BTCUSDT,900311807671007
22-01-12 10:50:17,COMMISSION,-0.08528014,USDT,BTCUSDT,900311807671012
22-01-12 10:50:17,COMMISSION,-0.10233609,USDT,BTCUSDT,900311807671010
22-01-12 10:50:17,COMMISSION,-0.102336,USDT,BTCUSDT,900311807671003
22-01-12 10:50:17,COMMISSION,-0.10233609,USDT,BTCUSDT,900311807671011
22-01-12 10:50:17,COMMISSION,-0.10233602,USDT,BTCUSDT,900311807671006
22-01-12 10:50:17,COMMISSION,-0.10233609,USDT,BTCUSDT,900311807671009
22-01-12 11:32:37,REALIZED_PNL,81.82442,USDT,BTCUSDT,900301807744203
22-01-12 11:32:37,COMMISSION,-5.8559716,USDT,BTCUSDT,900301807744203
22-01-12 11:32:47,COMMISSION,-3.09923766,USDT,BTCUSDT,900311807744486
22-01-12 11:32:47,COMMISSION,-0.18835049,USDT,BTCUSDT,900311807744485
22-01-12 11:32:47,COMMISSION,-3.32187596,USDT,BTCUSDT,900311807744487
22-01-12 11:32:47,COMMISSION,-1.42118874,USDT,BTCUSDT,900311807744484
22-01-12 11:46:35,REALIZED_PNL,-12.37708611,USDT,BTCUSDT,900301807769434
22-01-12 11:46:35,COMMISSION,-4.262794,USDT,BTCUSDT,900301807769435
22-01-12 11:46:35,REALIZED_PNL,-26.90670895,USDT,BTCUSDT,900301807769436
22-01-12 11:46:35,COMMISSION,-2.5576764,USDT,BTCUSDT,900301807769436
22-01-12 11:46:35,REALIZED_PNL,-44.84451492,USDT,BTCUSDT,900301807769435
22-01-12 11:46:35,COMMISSION,-1.17653114,USDT,BTCUSDT,900301807769434
22-01-12 11:47:21,COMMISSION,-0.97222734,USDT,BTCUSDT,900311807770741
22-01-12 11:47:21,COMMISSION,-2.38792679,USDT,BTCUSDT,900311807770742
22-01-12 11:57:37,COMMISSION,-0.01710113,USDT,BTCUSDT,900311807783905
22-01-12 11:57:37,COMMISSION,-1.07737156,USDT,BTCUSDT,900311807783906
22-01-12 12:10:20,COMMISSION,-4.47616357,USDT,BTCUSDT,900301807814132
22-01-12 12:10:20,REALIZED_PNL,53.84183,USDT,BTCUSDT,900301807814132
22-01-12 12:10:31,COMMISSION,-1.98927286,USDT,BTCUSDT,900311807814727
22-01-12 12:10:31,COMMISSION,-2.05767744,USDT,BTCUSDT,900311807814726
22-01-12 12:10:31,COMMISSION,-1.40621045,USDT,BTCUSDT,900311807814729
22-01-12 12:10:31,COMMISSION,-0.05144671,USDT,BTCUSDT,900311807814728
22-01-12 12:10:36,COMMISSION,-0.22287662,USDT,BTCUSDT,900311807814989
22-01-12 12:29:49,TRANSFER,128.05712081,USDT,,94398158983
22-01-12 12:30:23,COMMISSION,-0.83981315,USDT,BTCUSDT,900311807854115
22-01-12 12:30:23,COMMISSION,-0.32564183,USDT,BTCUSDT,900311807854117
22-01-12 12:30:23,COMMISSION,-1.95385101,USDT,BTCUSDT,900311807854116
22-01-12 12:30:23,COMMISSION,-2.8450813,USDT,BTCUSDT,900311807854118
22-01-12 12:31:08,REALIZED_PNL,-1.19219953,USDT,BTCUSDT,900301807855147
22-01-12 12:31:08,REALIZED_PNL,-0.00701617,USDT,BTCUSDT,900301807855144
22-01-12 12:31:08,COMMISSION,-0.01714069,USDT,BTCUSDT,900301807855144
22-01-12 12:31:08,REALIZED_PNL,-0.23668667,USDT,BTCUSDT,900301807855146
22-01-12 12:31:08,COMMISSION,-8.50180307,USDT,BTCUSDT,900301807855143
22-01-12 12:31:08,COMMISSION,-0.11997938,USDT,BTCUSDT,900301807855148
22-01-12 12:31:08,COMMISSION,-2.33103999,USDT,BTCUSDT,900301807855147
22-01-12 12:31:08,REALIZED_PNL,-0.01947234,USDT,BTCUSDT,900301807855150
22-01-12 12:31:08,COMMISSION,-0.08570198,USDT,BTCUSDT,900301807855145
22-01-12 12:31:08,REALIZED_PNL,-0.01799234,USDT,BTCUSDT,900301807855149
22-01-12 12:31:08,COMMISSION,-0.1028369,USDT,BTCUSDT,900301807855151
22-01-12 12:31:08,REALIZED_PNL,-3.44034181,USDT,BTCUSDT,900301807855143
22-01-12 12:31:08,REALIZED_PNL,-0.06290321,USDT,BTCUSDT,900301807855148
22-01-12 12:31:08,COMMISSION,-0.03427981,USDT,BTCUSDT,900301807855149
22-01-12 12:31:08,REALIZED_PNL,-0.03888086,USDT,BTCUSDT,900301807855145
22-01-12 12:31:08,COMMISSION,-0.46278,USDT,BTCUSDT,900301807855146
22-01-12 12:31:08,COMMISSION,-0.03427922,USDT,BTCUSDT,900301807855150
22-01-12 12:31:08,REALIZED_PNL,-0.06033703,USDT,BTCUSDT,900301807855151
22-01-12 12:31:17,COMMISSION,-1.99878144,USDT,ICPUSDT,92391147358015
22-01-12 12:31:21,COMMISSION,-1.04750328,USDT,ICPUSDT,92390147358056
22-01-12 12:31:21,COMMISSION,-0.95127816,USDT,ICPUSDT,92390147358057
22-01-12 12:31:48,COMMISSION,-0.44699412,USDT,ICPUSDT,92391147358439
22-01-12 12:31:48,COMMISSION,-0.05803476,USDT,ICPUSDT,92391147358436
22-01-12 12:31:48,COMMISSION,-0.08262576,USDT,ICPUSDT,92391147358437
22-01-12 12:31:48,COMMISSION,-0.35158104,USDT,ICPUSDT,92391147358438
22-01-12 12:31:48,COMMISSION,-0.58540632,USDT,ICPUSDT,92391147358435
22-01-12 12:31:48,COMMISSION,-0.42465144,USDT,ICPUSDT,92391147358440
22-01-12 12:31:48,COMMISSION,-0.05001088,USDT,ICPUSDT,92391147358434
22-01-12 12:31:51,COMMISSION,-0.01994816,USDT,ICPUSDT,92390147358546
