Time,Type,Amount,Asset,Symbol,Transaction ID
24-01-05 19:24:25,TRANSFER,17.58987012,USDT,,151464148381
24-01-05 19:30:08,COMMISSION,-0.03605731,USDT,ARPAUSDT,92870159012826
24-01-05 19:30:08,COMMISSION,-0.03606237,USDT,ARPAUSDT,92870159012823
24-01-05 19:30:08,COMMISSION,-0.00770364,USDT,ARPAUSDT,92870159012825
24-01-05 19:30:08,COMMISSION,-0.01715246,USDT,ARPAUSDT,92870159012828
24-01-05 19:30:08,COMMISSION,-0.07497834,USDT,ARPAUSDT,92870159012824
24-01-05 19:30:08,COMMISSION,-0.00392315,USDT,ARPAUSDT,92870159012827
24-01-05 19:31:23,COMMISSION,-0.01918115,USDT,ARPAUSDT,92870159014021
24-01-05 19:31:55,COMMISSION,-0.01188432,USDT,ARPAUSDT,92870159015419
24-01-05 21:02:26,COMMISSION,-0.02380862,USDT,ARPAUSDT,92870159096297
24-01-05 21:03:15,COMMISSION,-0.05887,USDT,ARPAUSDT,92870159106779
24-01-05 21:04:10,COMMISSION,-0.01574023,USDT,ARPAUSDT,92871159109423
24-01-05 21:04:10,COMMISSION,-0.0038418,USDT,ARPAUSDT,92871159109420
24-01-05 21:04:10,COMMISSION,-0.03796863,USDT,ARPAUSDT,92871159109412
24-01-05 21:04:10,COMMISSION,-0.00387492,USDT,ARPAUSDT,92871159109417
24-01-05 21:04:10,COMMISSION,-0.0418217,USDT,ARPAUSDT,92871159109419
24-01-05 21:04:10,COMMISSION,-0.01249899,USDT,ARPAUSDT,92871159109415
24-01-05 21:04:10,REALIZED_PNL,1.32339874,USDT,ARPAUSDT,92871159109423
24-01-05 21:04:10,REALIZED_PNL,3.21626673,USDT,ARPAUSDT,92871159109416
24-01-05 21:04:10,REALIZED_PNL,3.20499673,USDT,ARPAUSDT,92871159109418
24-01-05 21:04:10,COMMISSION,-0.03797989,USDT,ARPAUSDT,92871159109418
24-01-05 21:04:10,REALIZED_PNL,1.06248103,USDT,ARPAUSDT,92871159109413
24-01-05 21:04:10,REALIZED_PNL,0.32819048,USDT,ARPAUSDT,92871159109417
24-01-05 21:04:10,REALIZED_PNL,0.32419665,USDT,ARPAUSDT,92871159109420
24-01-05 21:04:10,COMMISSION,-0.03797426,USDT,ARPAUSDT,92871159109416
24-01-05 21:04:10,REALIZED_PNL,4.83168064,USDT,ARPAUSDT,92871159109422
24-01-05 21:04:10,REALIZED_PNL,3.22753673,USDT,ARPAUSDT,92871159109412
24-01-05 21:04:10,REALIZED_PNL,3.19372673,USDT,ARPAUSDT,92871159109421
24-01-05 21:04:10,REALIZED_PNL,1.06248103,USDT,ARPAUSDT,92871159109414
24-01-05 21:04:10,REALIZED_PNL,1.06248103,USDT,ARPAUSDT,92871159109415
24-01-05 21:04:10,COMMISSION,-0.01249899,USDT,ARPAUSDT,92871159109414
24-01-05 21:04:10,REALIZED_PNL,3.52919339,USDT,ARPAUSDT,92871159109419
24-01-05 21:04:10,COMMISSION,-0.03798553,USDT,ARPAUSDT,92871159109421
24-01-05 21:04:10,COMMISSION,-0.05746702,USDT,ARPAUSDT,92871159109422
24-01-05 21:04:10,COMMISSION,-0.01249899,USDT,ARPAUSDT,92871159109413
24-01-05 21:07:31,COMMISSION,-0.1341115,USDT,POWRUSDT,9553021451817
24-01-05 21:07:31,COMMISSION,-0.004458,USDT,POWRUSDT,9553021451816
24-01-05 21:07:31,COMMISSION,-0.14154149,USDT,POWRUSDT,9553021451815
24-01-05 21:07:31,COMMISSION,-0.217699,USDT,POWRUSDT,9553021451814
24-01-05 21:07:42,COMMISSION,-0.0200799,USDT,POWRUSDT,9553021452090
24-01-05 21:11:59,COMMISSION,-0.026766,USDT,POWRUSDT,9553021474160
24-01-05 21:11:59,COMMISSION,-0.0553982,USDT,POWRUSDT,9553021474159
24-01-05 21:11:59,COMMISSION,-0.0241605,USDT,POWRUSDT,9553021474161
24-01-05 21:12:24,COMMISSION,-0.0658867,USDT,POWRUSDT,9553021476074
24-01-05 21:13:23,COMMISSION,-0.0155442,USDT,POWRUSDT,9553021478065
24-01-05 21:15:15,COMMISSION,-0.0759316,USDT,POWRUSDT,9553021482302
24-01-05 22:00:00,FUNDING_FEE,0.08843688,USDT,POWRUSDT,7957433559981222660
24-01-05 22:39:53,REALIZED_PNL,-40.35419999,USDT,POWRUSDT,9553121639334
24-01-05 22:39:53,COMMISSION,-0.8017542,USDT,POWRUSDT,9553121639334
