Time,Type,Amount,Asset,Symbol,Transaction ID
24-01-10 23:38:54,WITHDRAW,-0.00055905,BNB,,152003635257
24-01-11 12:02:56,DEPOSIT,0.00103139,BNB,,152059873669
24-01-12 23:07:42,WITHDRAW,-0.00103139,BNB,,152246536469
24-04-15 12:03:52,DEPOSIT,0.00114071,BNB,,168390834111
24-04-15 12:04:38,COMMISSION,-0.00000863,BNB,BNBUSD_PERP,90170242313550
24-04-15 16:00:00,FUNDING_FEE,-0.00001216,BNB,BNBUSD_PERP,8322841318014241240
24-04-16 00:00:00,FUNDING_FEE,-0.00001025,BNB,BNBUSD_PERP,8324049278279272400
24-04-16 05:48:46,COMMISSION,-0.00000917,BNB,BNBUSD_PERP,90170242532874
24-04-16 08:00:00,FUNDING_FEE,-0.00002148,BNB,BNBUSD_PERP,8325257252930768440
24-04-16 16:00:00,FUNDING_FEE,-0.00002101,BNB,BNBUSD_PERP,8326465208624008990
24-04-18 16:00:00,FUNDING_FEE,-0.00000575,BNB,BNBUSD_PERP,8333712966355436070
24-04-19 12:39:14,INSURANCE_CLEAR,-0.00035449,BNB,BNBUSD_PERP,833683158463930368
24-04-19 12:39:14,REALIZED_PNL,-0.00016973,BNB,BNBUSD_PERP,90171243266721
24-08-02 08:15:47,WITHDRAW,-0.00052804,BNB,,184913546618
