Time,Type,Amount,Asset,Symbol,Transaction ID
21-04-11 18:27:17,DEPOSIT,0.00270869,BNB,,50652370899
21-04-11 18:27:30,COMMISSION,-0.00001587,BNB,BNBUSD_PERP,9017127858271
21-04-11 18:27:39,COMMISSION,-0.00001589,BNB,BNBUSD_PERP,9017027858322
21-04-11 18:27:39,REALIZED_PNL,-0.00004463,BNB,BNBUSD_PERP,9017027858322
21-04-11 18:27:55,COMMISSION,-0.00001594,BNB,BNBUSD_PERP,9017127859003
21-04-12 00:00:00,FUNDING_FEE,-0.00001332,BNB,BNBUSD_PERP,4337782755510112050
21-04-12 00:22:54,REALIZED_PNL,0.00170504,BNB,BNBUSD_PERP,9017028013829
21-04-12 00:22:54,COMMISSION,-0.00001526,BNB,BNBUSD_PERP,9017028013829
21-04-12 00:23:14,COMMISSION,-0.00003056,BNB,BNBUSD_PERP,9017028013931
21-04-12 03:21:09,REALIZED_PNL,-0.00234055,BNB,BNBUSD_PERP,9017128075146
21-04-12 03:21:09,INSURANCE_CLEAR,-0.00192171,BNB,BNBUSD_PERP,433828898820579328
21-06-04 15:43:30,DEPOSIT,0.00812411,BNB,,64977857928
21-06-04 15:44:34,COMMISSION,-0.00007703,BNB,BNBUSD_PERP,9017168118611
21-06-04 17:40:28,COMMISSION,-0.00002517,BNB,BNBUSD_PERP,9017168160078
21-06-04 17:44:30,REALIZED_PNL,0.00200093,BNB,BNBUSD_PERP,9017068160978
21-06-04 17:44:30,COMMISSION,-0.0001012,BNB,BNBUSD_PERP,9017068160978
21-06-04 17:44:36,COMMISSION,-0.00008857,BNB,BNBUSD_PERP,9017068160992
21-06-04 18:03:23,COMMISSION,-0.00001268,BNB,BNBUSD_PERP,9017068164619
21-06-04 19:52:54,COMMISSION,-0.00001283,BNB,BNBUSD_PERP,9017068185862
21-06-04 23:20:57,COMMISSION,-0.00001285,BNB,BNBUSD_PERP,9017068226735
21-06-05 00:00:00,FUNDING_FEE,-0.00003977,BNB,BNBUSD_PERP,4533472201248280320
21-06-05 00:20:09,COMMISSION,-0.00012585,BNB,BNBUSD_PERP,9017168243423
21-06-05 00:20:09,REALIZED_PNL,-0.00220048,BNB,BNBUSD_PERP,9017168243423
21-06-05 07:48:57,COMMISSION,-0.00007141,BNB,BNBUSD_PERP,9017068353139
21-06-05 11:15:47,COMMISSION,-0.00006234,BNB,BNBUSD_PERP,9017068457925
21-06-05 15:51:54,COMMISSION,-0.00001247,BNB,BNBUSD_PERP,9017068604552
21-06-05 19:57:19,COMMISSION,-0.00006443,BNB,BNBUSD_PERP,9017068657940
21-06-05 19:58:19,COMMISSION,-0.00001291,BNB,BNBUSD_PERP,9017068658279
21-06-05 21:54:00,COMMISSION,-0.00014598,BNB,BNBUSD_PERP,9017068705490
21-06-05 23:05:46,REALIZED_PNL,0.01537483,BNB,BNBUSD_PERP,9017168726624
21-06-05 23:05:46,COMMISSION,-0.00042714,BNB,BNBUSD_PERP,9017168726624
21-06-05 23:18:05,COMMISSION,-0.00004398,BNB,BNBUSD_PERP,9017068730801
21-06-06 01:23:14,REALIZED_PNL,-0.01198513,BNB,BNBUSD_PERP,9017168760454
21-06-06 01:23:14,INSURANCE_CLEAR,-0.00427831,BNB,BNBUSD_PERP,453730557943316480
21-06-06 02:28:28,COMMISSION,-0.00005035,BNB,BNBUSD_PERP,9017068774120
21-06-06 03:25:12,COMMISSION,-0.00001268,BNB,BNBUSD_PERP,9017068786717
21-06-06 12:47:00,COMMISSION,-0.00001283,BNB,BNBUSD_PERP,9017068878558
21-06-06 13:21:41,COMMISSION,-0.00001296,BNB,BNBUSD_PERP,9017068885741
21-06-07 00:14:54,REALIZED_PNL,-0.00126436,BNB,BNBUSD_PERP,9017168998622
21-06-07 00:14:54,INSURANCE_CLEAR,-0.00176405,BNB,BNBUSD_PERP,454075748944412672
21-06-07 08:41:19,COMMISSION,-0.00002533,BNB,BNBUSD_PERP,9017069098040
21-06-07 13:01:53,REALIZED_PNL,-0.00140363,BNB,BNBUSD_PERP,9017169148165
21-06-07 13:01:53,COMMISSION,-0.00002463,BNB,BNBUSD_PERP,9017169148165
21-06-26 09:17:56,DEPOSIT,0.034182,BTC,,67310142974
21-06-26 09:18:20,COMMISSION,-0.00016162,BTC,BTCUSD_PERP,90131183079455
21-06-26 09:18:20,COMMISSION,-0.00016327,BTC,BTCUSD_PERP,90131183079456
21-06-26 09:18:20,COMMISSION,-0.00024738,BTC,BTCUSD_PERP,90131183079458
21-06-26 09:18:20,COMMISSION,-0.00016327,BTC,BTCUSD_PERP,90131183079457
21-06-26 09:18:20,COMMISSION,-0.00014843,BTC,BTCUSD_PERP,90131183079461
21-06-26 09:18:20,COMMISSION,-0.00065969,BTC,BTCUSD_PERP,90131183079460
21-06-26 09:18:20,COMMISSION,-0.00016492,BTC,BTCUSD_PERP,90131183079459
21-06-26 11:04:42,REALIZED_PNL,0.00120214,BTC,BTCUSD_PERP,90130183177136
21-06-26 11:04:42,REALIZED_PNL,0.00327889,BTC,BTCUSD_PERP,90130183177134
21-06-26 11:04:42,COMMISSION,-0.00083237,BTC,BTCUSD_PERP,90130183177133
21-06-26 11:04:42,REALIZED_PNL,0.01584797,BTC,BTCUSD_PERP,90130183177132
