"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2023-07-04 13:29:14","8389765606556900505","ETHUSDT","MARKET","SELL","BOTH","0E-8","1957.69000000","0.47900000","0.47900000","937.73351000","0E-8","FILLED","android_dOg5SV8VDHfus5TTyg5K","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 13:29:14"
"11207629","2023-07-04 13:29:44","8389765606556930918","ETHUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","1500.00000000","CANCELED","android_YMGFw3rWFQAFh1YiUE7c","GTE_GTC","0E-8","0E-8","markPrice","true","2023-07-04 19:39:12"
"11207629","2023-07-04 13:29:44","8389765606556930920","ETHUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","1977.46000000","CANCELED","android_e39QpS0czPjzAVZ43ORR","GTE_GTC","0E-8","0E-8","markPrice","true","2023-07-04 14:33:34"
"11207629","2023-07-04 13:50:54","8389765606559184157","ETHUSDT","MARKET","SELL","BOTH","0E-8","1955.86000000","0.17100000","0.17100000","334.45206000","0E-8","FILLED","android_1HkqnCJpwh9KeLhGfDuf","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 13:50:54"
"11207629","2023-07-04 14:33:35","8389765606563141006","ETHUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","1979.00000000","CANCELED","android_Ci2UAJuGtWCESmXM54P6","GTE_GTC","0E-8","0E-8","markPrice","true","2023-07-04 18:04:42"
"11207629","2023-07-04 17:00:59","8389765606581936025","ETHUSDT","MARKET","SELL","BOTH","0E-8","1953.65000000","0.12100000","0.12100000","236.39165000","0E-8","FILLED","android_eY78FdIJhCckdPMFz1j7","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 17:00:59"
"11207629","2023-07-04 17:21:13","8389765606584942414","ETHUSDT","MARKET","SELL","BOTH","0E-8","1952.02000000","0.03800000","0.03800000","74.17676000","0E-8","FILLED","android_OOPG6CUcSc8GyZL11bua","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 17:21:13"
"11207629","2023-07-04 17:45:35","8389765606587429437","ETHUSDT","MARKET","SELL","BOTH","0E-8","1949.98000000","0.04000000","0.04000000","77.99920000","0E-8","FILLED","android_p9UxiDcPiSSI6y2CNWOX","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 17:45:35"
"11207629","2023-07-04 18:04:28","8389765606590598449","ETHUSDT","MARKET","SELL","BOTH","0E-8","1945.95000000","0.09000000","0.09000000","175.13550000","0E-8","FILLED","android_G6jiz4lRpRAluvWCHGrj","GTC","0E-8","0E-8","Contract Price","false","2023-07-04 18:04:28"
"11207629","2023-07-04 18:04:42","8389765606590647610","ETHUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","1975.00000000","CANCELED","android_UnXhDrTOaPLW1UQBRSe2","GTE_GTC","0E-8","0E-8","markPrice","true","2023-07-04 18:04:59"
