"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2022-07-11 09:53:27","62187816524","BTCUSDT","MARKET","BUY","BOTH","0E-8","20524.60000000","0.79600000","0.79600000","16337.58160000","0E-8","FILLED","web_Nf0RgbPWeqXAR1PovoWN","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 09:53:27"
"11207629","2022-07-11 09:53:36","62187832196","BTCUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","20470.60000000","CANCELED","web_IjHk5aJ6abictsz4HIS6","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 10:06:06"
"11207629","2022-07-11 10:05:54","62188970902","BTCUSDT","MARKET","BUY","BOTH","0E-8","20563.20000000","0.17000000","0.17000000","3495.74400000","0E-8","FILLED","web_ycNnMMrL7TjmUMmYFZfG","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 10:05:54"
"11207629","2022-07-11 10:06:15","62189009808","BTCUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","20490.00000000","CANCELED","web_LYd72EsqBvNJkpnz82AY","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 10:23:39"
"11207629","2022-07-11 10:23:39","62190880190","BTCUSDT","MARKET","SELL","BOTH","0E-8","20584.90000000","0.96600000","0.96600000","19885.01340000","0E-8","FILLED","web_nnbvGbT2ydxwSWDdkutM","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 10:23:39"
"11207629","2022-07-11 10:23:44","62190888320","BTCUSDT","MARKET","BUY","BOTH","0E-8","20583.10000000","0.99900000","0.99900000","20562.51690000","0E-8","FILLED","web_aOCjVpZ57mvVUGFUB9dD","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 10:23:44"
"11207629","2022-07-11 10:23:54","62190902304","BTCUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","20528.90000000","CANCELED","web_9h4W0wMXRTAPveA9DvnW","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 10:56:17"
"11207629","2022-07-11 10:56:45","62194242233","BTCUSDT","MARKET","SELL","BOTH","0E-8","20504.00000000","0.99900000","0.99900000","20483.49600000","20510.00000000","FILLED","web_xHfBu01igRl2vBTVBcHj","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 10:59:19"
"11207629","2022-07-11 10:59:36","62194602715","BTCUSDT","MARKET","SELL","BOTH","0E-8","20514.61729167","0.48000000","0.48000000","9847.01630000","0E-8","FILLED","web_C5uCOj3rEcIwPp0eg3v7","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 10:59:36"
"11207629","2022-07-11 10:59:47","62194621546","BTCUSDT","MARKET","BUY","BOTH","0E-8","20569.30000000","0.48000000","0.48000000","9873.26400000","20568.90000000","FILLED","web_V84EqKSB5uafI2BjzUIc","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 11:16:08"
"11207629","2022-07-11 11:16:26","62196272374","BTCUSDT","MARKET","BUY","BOTH","0E-8","20574.03243243","0.25900000","0.25900000","5328.67440000","0E-8","FILLED","web_dGdyDIKZ0XqoBNefCuo8","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 11:16:26"
"11207629","2022-07-11 11:16:34","62196284429","BTCUSDT","MARKET","SELL","BOTH","0E-8","20493.80000000","0.25900000","0.25900000","5307.89420000","20501.90000000","FILLED","web_6tPBiY7QdZ9Mpg1Rt6An","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 11:36:11"
"11207629","2022-07-11 11:38:53","62198557619","BTCUSDT","MARKET","SELL","BOTH","0E-8","20467.20000000","0.12000000","0.12000000","2456.06400000","0E-8","FILLED","web_qV1qgXV2hPrfFSr7SwR2","GTC","0E-8","0E-8","Contract Price","false","2022-07-11 11:38:53"
"11207629","2022-07-11 11:39:03","62198582029","BTCUSDT","MARKET","BUY","BOTH","0E-8","20528.60000000","0.12000000","0.12000000","2463.43200000","20521.40000000","FILLED","web_0HVxPAnaS7dAX7okF1oA","GTE_GTC","0E-8","0E-8","markPrice","false","2022-07-11 12:30:38"
