"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2023-01-02 07:19:43","103825875337","BTCUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","16680.00000000","EXPIRED","android_qRRBK0c9QLSaOdMWfRzf","GTE_GTC","0E-8","0E-8","markPrice","true","2023-01-02 13:25:32"
"11207629","2023-01-02 07:19:58","103825924241","BTCUSDT","MARKET","BUY","BOTH","0E-8","16718.60000000","0.01700000","0.01700000","284.21620000","0E-8","FILLED","android_nLdja9745hBdN2Gxi5NI","GTC","0E-8","0E-8","Contract Price","false","2023-01-02 07:19:58"
"11207629","2023-01-02 13:25:32","103888540131","BTCUSDT","MARKET","SELL","BOTH","0E-8","16711.40000000","0.04800000","0.04800000","802.14720000","0E-8","FILLED","android_Yfe7QivnEkuOlWUjw7Pc","GTC","0E-8","0E-8","Contract Price","false","2023-01-02 13:25:32"
"11207629","2023-01-02 13:26:33","1243590377","APTUSDT","MARKET","SELL","BOTH","0E-8","3.78190000","56.50000000","56.50000000","213.67735000","0E-8","FILLED","android_y4wH35fPv679QvfhqOEz","GTC","0E-8","0E-8","Contract Price","false","2023-01-02 13:26:33"
"11207629","2023-01-02 13:26:49","1243592590","APTUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","3.84227000","EXPIRED","android_xW9K9xMuuNqL6JCboT2P","GTE_GTC","0E-8","0E-8","markPrice","true","2023-01-02 22:08:48"
"11207629","2023-01-02 13:26:49","1243592594","APTUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","3.00000000","EXPIRED","android_onZJgmhy4RzH3YgSYXzF","GTE_GTC","0E-8","0E-8","markPrice","true","2023-01-02 22:08:48"
"11207629","2023-01-02 14:19:55","1244000433","APTUSDT","MARKET","SELL","BOTH","0E-8","3.76150000","6.70000000","6.70000000","25.20205000","0E-8","FILLED","android_8TQSgYR19Nl6J6obxzLI","GTC","0E-8","0E-8","Contract Price","false","2023-01-02 14:19:55"
"11207629","2023-01-02 22:08:48","1246469605","APTUSDT","MARKET","BUY","BOTH","0E-8","3.76487104","63.20000000","63.20000000","237.93985000","0E-8","FILLED","android_GvaHiVtvnGPeRDQzOlaM","GTC","0E-8","0E-8","Contract Price","false","2023-01-02 22:08:48"
"11207629","2023-01-03 14:01:05","13625921895","FTMUSDT","MARKET","BUY","BOTH","0E-8","0.21540000","1265.00000000","1265.00000000","272.48100000","0E-8","FILLED","web_T57fiLI5ppIBMOMHRraX","GTC","0E-8","0E-8","Contract Price","false","2023-01-03 14:01:05"
"11207629","2023-01-03 14:01:44","13625925720","FTMUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","0.21260000","CANCELED","web_WlOJtbxu6PsbbFecewHH","GTE_GTC","0E-8","0E-8","markPrice","false","2023-01-03 14:58:53"
"11207629","2023-01-03 14:01:44","13625925718","FTMUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","0.24000000","EXPIRED","web_BfFQtOX6iYxZ5uUgtFJL","GTE_GTC","0E-8","0E-8","markPrice","false","2023-01-04 14:01:28"
"11207629","2023-01-03 14:59:18","13626509711","FTMUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","0.21200000","CANCELED","web_v4QnUVTkyzNl9nBZRGHB","GTE_GTC","0E-8","0E-8","markPrice","false","2023-01-03 15:22:00"
"11207629","2023-01-03 15:22:15","13626751400","FTMUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","0.20900000","CANCELED","web_Albspe2FBEqXq7pbSPuD","GTE_GTC","0E-8","0E-8","markPrice","false","2023-01-04 04:00:48"
"11207629","2023-01-04 04:00:42","13633077802","FTMUSDT","MARKET","BUY","BOTH","0E-8","0.22000000","534.00000000","534.00000000","117.48000000","0E-8","FILLED","android_eDCrbFee12rnijbfdLro","GTC","0E-8","0E-8","Contract Price","false","2023-01-04 04:00:42"
