"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2021-01-29 11:14:46","13197078795","BTCUSDT","MARKET","BUY","BOTH","0E-8","36871.74000000","0.01500000","0.01500000","553.07610000","0E-8","FILLED","web_uAkdwlspeb76HwKg09aP","GTC","0E-8","0E-8","Contract Price","false","2021-01-29 11:14:46"
"11207629","2021-01-29 11:16:41","13197199710","BTCUSDT","LIMIT","SELL","BOTH","36571.81000000","36686.00000000","0.01500000","0.01500000","550.29000000","0E-8","FILLED","autoclose-1611919001517024406","IOC","0E-8","0E-8","Contract Price","false","2021-01-29 11:16:41"
"11207629","2021-01-30 18:12:38","13307261066","BTCUSDT","MARKET","SELL","BOTH","0E-8","34252.39000000","0.07200000","0.07200000","2466.17208000","0E-8","FILLED","web_mpgsd1EqML538GIOwQ52","GTC","0E-8","0E-8","Contract Price","false","2021-01-30 18:12:38"
"11207629","2021-01-30 18:13:02","13307272960","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","41250.00000000","EXPIRED","web_yvt8Bi0yxu4H3kFni5OK","GTE_GTC","0E-8","0E-8","markPrice","false","2021-01-30 19:27:18"
"11207629","2021-01-30 18:22:09","13307650564","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0.78900000","0E-8","0E-8","34600.00000000","CANCELED","web_C99atSaBx75EkhCPhWTL","GTC","0E-8","0E-8","markPrice","true","2021-01-30 19:14:41"
"11207629","2021-01-30 18:26:52","13307855310","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","33800.00000000","EXPIRED","web_RlC2gpKnqBqfBsqI3Wbx","GTE_GTC","0E-8","0E-8","markPrice","false","2021-01-30 19:27:18"
"11207629","2021-01-30 19:15:17","10834054030","XRPUSDT","MARKET","BUY","BOTH","0E-8","0.41738091","23940.70000000","23940.70000000","9992.39127000","0E-8","FILLED","web_ysZvtPkSX7PpcIfP50SD","GTC","0E-8","0E-8","Contract Price","false","2021-01-30 19:15:17"
"11207629","2021-01-30 19:15:34","10834069642","XRPUSDT","MARKET","SELL","BOTH","0E-8","0.39890000","0E-8","23940.70000000","9549.94523000","0.39960000","FILLED","web_z14JrHd79nGGzSBGXc22","GTE_GTC","0E-8","0E-8","markPrice","false","2021-01-30 19:19:07"
"11207629","2021-01-30 19:19:31","10834276628","XRPUSDT","MARKET","BUY","BOTH","0E-8","0.39860008","3172.20000000","3172.20000000","1264.43917000","0E-8","FILLED","web_KvH4DO8fMDC9PN6AN4H0","GTC","0E-8","0E-8","Contract Price","false","2021-01-30 19:19:31"
"11207629","2021-01-30 19:20:41","10834333980","XRPUSDT","MARKET","SELL","BOTH","0E-8","0.40830000","3172.20000000","3172.20000000","1295.20926000","0E-8","FILLED","web_6rNOSirN1fZVRPuR5CZK","GTC","0E-8","0E-8","Contract Price","false","2021-01-30 19:20:41"
"11207629","2021-01-30 19:21:01","10834346666","XRPUSDT","MARKET","BUY","BOTH","0E-8","0.40738571","7074.30000000","7074.30000000","2881.96871000","0E-8","FILLED","web_8ny39p6GRdZtyFzidkhP","GTC","0E-8","0E-8","Contract Price","false","2021-01-30 19:21:01"
