"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2021-07-04 10:27:04","24950134043","BTCUSDT","MARKET","BUY","BOTH","0E-8","35491.20976654","0.51400000","0.51400000","18242.48182000","0E-8","FILLED","android_dLtrTdZlQbIvB2fTbOjQ","GTC","0E-8","0E-8","Contract Price","false","2021-07-04 10:27:04"
"11207629","2021-07-04 10:27:42","24950160297","BTCUSDT","MARKET","SELL","BOTH","0E-8","35150.93000000","0E-8","0.59000000","20739.04870000","35200.00000000","FILLED","android_LdvAZUrhedvyb2NhGaQk","GTE_GTC","0E-8","0E-8","markPrice","true","2021-07-05 00:00:28"
"11207629","2021-07-04 18:08:47","24972309710","BTCUSDT","STOP_MARKET","SELL","BOTH","0E-8",,"0E-8","0E-8","0E-8","38000.00000000","EXPIRED","web_HV6t81dB2jwoGbB4jrgP","GTE_GTC","0E-8","0E-8","markPrice","false","2021-07-05 00:00:28"
"11207629","2021-07-04 19:53:23","24976300075","BTCUSDT","MARKET","BUY","BOTH","0E-8","35523.88000000","0.02900000","0.02900000","1030.19252000","0E-8","FILLED","web_I0DgyuaXAemC3TlJKdUu","GTC","0E-8","0E-8","Contract Price","false","2021-07-04 19:53:23"
"11207629","2021-07-04 19:54:54","24976358740","BTCUSDT","MARKET","BUY","BOTH","0E-8","35540.50000000","0.01400000","0.01400000","497.56700000","0E-8","FILLED","web_bhH9Oq6o1Tgx7JJoUe1L","GTC","0E-8","0E-8","Contract Price","false","2021-07-04 19:54:54"
"11207629","2021-07-04 19:56:07","24976428940","BTCUSDT","MARKET","BUY","BOTH","0E-8","35582.45000000","0.03300000","0.03300000","1174.22085000","0E-8","FILLED","web_ZZ1w0u5Q7UtEDvL7AvJs","GTC","0E-8","0E-8","Contract Price","false","2021-07-04 19:56:07"
"11207629","2021-07-05 02:14:51","24999830719","BTCUSDT","MARKET","BUY","BOTH","0E-8","34554.32000000","0.20600000","0.20600000","7118.18992000","0E-8","FILLED","android_2pHVvcgFVHfnfXoEuIWz","GTC","0E-8","0E-8","Contract Price","false","2021-07-05 02:14:51"
"11207629","2021-07-05 02:15:29","24999864294","BTCUSDT","MARKET","SELL","BOTH","0E-8","33880.00000000","0E-8","0.20600000","6979.28000000","34000.00000000","FILLED","android_55NfIal8SepWk8qDJfah","GTE_GTC","0E-8","0E-8","markPrice","true","2021-07-05 11:24:25"
"11207629","2021-07-05 11:24:43","25032695780","BTCUSDT","MARKET","BUY","BOTH","0E-8","33663.35000000","0.03300000","0.03300000","1110.89055000","0E-8","FILLED","web_qeTohC2MCh3Qpv3S4jB6","GTC","0E-8","0E-8","Contract Price","false","2021-07-05 11:24:43"
"11207629","2021-07-05 11:25:00","25032751321","BTCUSDT","MARKET","BUY","BOTH","0E-8","33808.82363636","0.01100000","0.01100000","371.89706000","0E-8","FILLED","web_2RtQSVkGbn5cMRJLsSfe","GTC","0E-8","0E-8","Contract Price","false","2021-07-05 11:25:00"
"11207629","2021-07-05 11:25:54","25032901822","BTCUSDT","LIMIT","SELL","BOTH","33507.08000000","33541.55113636","0.04400000","0.04400000","1475.82825000","0E-8","FILLED","autoclose-1625484354714024406","IOC","0E-8","0E-8","Contract Price","false","2021-07-05 11:25:54"
"11207629","2021-07-05 11:28:07","25033187122","BTCUSDT","MARKET","BUY","BOTH","0E-8","33662.01000000","0.11400000","0.11400000","3837.46914000","0E-8","FILLED","web_SmKd3sXWdYVMteh4xSf5","GTC","0E-8","0E-8","Contract Price","false","2021-07-05 11:28:07"
