seriesId,side,quantity,entryPrice,notional,stopLoss,takeProfit,exitPrice,pnl,feeRoundTrip,status,outcome,fillTime,exitTime
0,buy,18.53281853281854,8325,154285.71428571432,8291.7,8424.9,8291.7,-643.19578971,26.05293257,closed,sl,1569888020080,1569888020080
0,sell,24.710424710424718,8291.7,204891.42857142864,8325,8191.800000000001,8325,-857.59438629,34.73724343,closed,sl,1569888020080,1569888020080
0,buy,32.947232947232955,8325,274285.7142857144,8291.7,8424.9,8424.9,3244.74097371,46.68759772,closed,tp,1569888020080,1569888020080
0,sell,43.92964392964393,8291.7,364251.4285714286,8325,8191.800000000001,8291.7,-61.63134172,61.63134172,canceled,,,
1,buy,21.50523811477959,8425.5,181192.38373607543,8391.798,8526.606,8391.798,-755.36597076,30.59643582,closed,sl,1569896185900,1569896185900
1,sell,28.67365081970612,8391.798,240623.48560150818,8425.5,8290.692000000001,8425.5,-1007.15462770,40.79524777,closed,sl,1569896185900,1569896185900
1,buy,38.23153442627483,8425.5,322119.79330857855,8391.798,8526.606,8391.798,-1342.87283692,54.39366369,closed,sl,1569896185900,1569896185900
1,sell,50.97537923503309,8391.798,427775.08551379223,8425.5,8290.692000000001,8425.5,-1790.49711590,72.52488492,closed,sl,1569896185900,1569896185900
2,sell,12.516085417353633,8441.6,105655.78665913243,8475.3664,8340.3008,8340.3008,1250.09974256,17.76969735,closed,tp,1569916419517,1569916419517
2,buy,16.688113889804843,8475.3664,141437.87974102527,8441.6,8576.6656,8475.3664,-23.93128926,23.93128926,canceled,,,
2,sell,22.25081851973979,8441.6,187832.50961623545,8475.3664,8340.3008,8441.6,-31.78126062,31.78126062,canceled,,,
2,buy,29.667758026319714,8475.3664,251445.11953960045,8441.6,8576.6656,8475.3664,-42.54451422,42.54451422,canceled,,,
3,sell,14.983533364359593,8338.69,124943.0398300517,8372.04476,8238.62572,8372.04476,-520.95480238,21.18264306,closed,sl,1569921106899,1569921106899
3,buy,19.978044485812788,8372.04476,167257.08265249585,8338.69,8472.109040000001,8338.69,-694.60640317,28.24352408,closed,sl,1569921106899,1569921106899
3,sell,26.637392647750385,8338.69,222120.95969786966,8372.04476,8238.62572,8372.04476,-926.14187090,37.65803211,closed,sl,1569921106899,1569921106899
3,buy,35.51652353033384,8372.04476,297345.9247155482,8338.69,8472.109040000001,8338.69,-1234.85582787,50.21070948,closed,sl,1569921106899,1569921106899
4,buy,8.736217312070387,8338.57,72847.55959191077,8305.21572,8438.63284,8438.63284,861.77095318,12.39976192,closed,tp,1569933844063,1569933844063
4,sell,11.648289749427182,8305.21572,96741.55913805749,8338.57,8205.15288,8305.21572,-16.36867180,16.36867180,canceled,,,
4,buy,15.531052999236243,8338.57,129506.77260784135,8305.21572,8438.63284,8338.57,-21.91254592,21.91254592,canceled,,,
4,sell,20.70807066564832,8305.21572,171984.9940232133,8338.57,8205.15288,8305.21572,-29.09986098,29.09986098,canceled,,,
5,buy,10.201300548314112,8444.36,86143.45429816176,8410.58256,8545.69232,8410.58256,-359.12013871,14.54632152,closed,sl,1569947676584,1569947676584
5,sell,13.601734064418816,8410.58256,114398.50730795882,8444.36,8309.250240000001,8309.250240000001,1359.05564511,19.23962366,closed,tp,1569947676584,1569947676584
5,buy,18.13564541922509,8444.36,153143.91875228757,8410.58256,8545.69232,8444.36,-25.91195106,25.91195106,canceled,,,
5,sell,24.180860558966778,8410.58256,203375.12410303784,8444.36,8309.250240000001,8410.58256,-34.41107100,34.41107100,canceled,,,
6,sell,12.22429196018595,8308.95,101571.03068258705,8342.185800000001,8209.242600000001,8342.185800000001,-423.50431276,17.22019003,closed,sl,1569952570813,1569952570813
6,buy,16.2990559469146,8342.185800000001,135969.75307375655,8308.95,8441.8932,8308.95,-564.67241701,22.96025337,closed,sl,1569952570813,1569952570813
6,sell,21.732074595886132,8308.95,180570.72121348808,8342.185800000001,8209.242600000001,8342.185800000001,-752.89655601,30.61367116,closed,sl,1569952570813,1569952570813
6,buy,28.9760994611815,8342.185800000001,241724.00546445602,8308.95,8441.8932,8308.95,-1003.86207468,40.81822821,closed,sl,1569952570813,1569952570813
7,sell,7.131489192906471,8304.1,59220.59940681463,8337.3164,8204.4508,8337.3164,-246.92256330,10.04016567,closed,sl,1569967360630,1569967360630
7,buy,9.508652257208627,8337.3164,79276.64240592251,8304.1,8436.9656,8304.1,-329.23008440,13.38688756,closed,sl,1569967360630,1569967360630
7,sell,12.678203009611504,8304.1,105281.0656121149,8337.3164,8204.4508,8337.3164,-438.97344586,17.84918341,closed,sl,1569967360630,1569967360630
7,buy,16.904270679482003,8337.3164,140936.25316608444,8304.1,8436.9656,8304.1,-585.29792782,23.79891122,closed,sl,1569967360630,1569967360630
8,sell,4.159795756287446,8300.49,34528.34307710638,8333.69196,8200.88412,8333.69196,-143.96725235,5.85388004,closed,sl,1569976216188,1569976216188
