"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"11207629","2020-09-08 09:52:38","BTCUSDT","SELL","BOTH","10100.00000000","0.38100000","3848.10000000","-0.76961999 USDT","0E-8","false","true","203966418","7271264014"
"11207629","2020-09-08 11:04:44","BTCUSDT","SELL","BOTH","10071.99000000","0.01300000","130.93587000","-0.05237434 USDT","0E-8","false","false","204068753","7273964015"
"11207629","2020-09-08 11:04:44","BTCUSDT","SELL","BOTH","10071.99000000","0.12800000","1289.21472000","-0.51568588 USDT","0E-8","false","false","204068752","7273964015"
"11207629","2020-09-08 11:11:37","BTCUSDT","SELL","BOTH","10032.84000000","0.22000000","2207.22480000","-0.88288992 USDT","0E-8","false","false","204073925","7274126794"
"11207629","2020-09-08 11:11:37","BTCUSDT","SELL","BOTH","10032.68000000","0.00400000","40.13072000","-0.01605228 USDT","0E-8","false","false","204073926","7274126794"
"11207629","2020-09-08 12:42:06","BTCUSDT","BUY","BOTH","9982.92000000","0.74600000","7447.25832000","-2.97890332 USDT","68.34779000","true","false","204180545","7277321377"
"11207629","2020-09-08 12:44:21","BTCUSDT","SELL","BOTH","9968.07000000","0.30400000","3030.29328000","-1.21211731 USDT","0E-8","false","false","204184229","7277431227"
"11207629","2020-09-08 12:44:21","BTCUSDT","SELL","BOTH","9967.37000000","0.34200000","3408.84054000","-1.36353621 USDT","0E-8","false","false","204184232","7277431227"
"11207629","2020-09-08 12:44:21","BTCUSDT","SELL","BOTH","9968.08000000","0.03300000","328.94664000","-0.13157865 USDT","0E-8","false","false","204184228","7277431227"
"11207629","2020-09-08 12:44:21","BTCUSDT","SELL","BOTH","9967.40000000","0.20000000","1993.48000000","-0.79739200 USDT","0E-8","false","false","204184231","7277431227"
"11207629","2020-09-08 12:44:21","BTCUSDT","SELL","BOTH","9967.81000000","0.04500000","448.55145000","-0.17942058 USDT","0E-8","false","false","204184230","7277431227"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10028.69000000","0.14000000","1404.01660000","-0.56160664 USDT","-8.54509848","true","false","204194590","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10029.80000000","0.69800000","7000.80040000","-2.80032016 USDT","-43.37819958","true","false","204194594","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10027.77000000","0.00100000","10.02777000","-0.00401110 USDT","-0.06011641","true","false","204194589","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10027.75000000","0.00100000","10.02775000","-0.00401109 USDT","-0.06009641","true","false","204194588","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10029.70000000","0.05000000","501.48500000","-0.20059399 USDT","-3.10232088","true","false","204194593","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10027.75000000","0.02800000","280.77700000","-0.11231080 USDT","-1.68269969","true","false","204194587","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10029.70000000","0.00500000","50.14850000","-0.02005940 USDT","-0.31023208","true","false","204194592","7277477525"
"11207629","2020-09-08 12:57:40","BTCUSDT","BUY","BOTH","10029.70000000","0.00100000","10.02970000","-0.00401187 USDT","-0.06204641","true","false","204194591","7277477525"
"11207629","2020-09-08 12:59:27","BTCUSDT","SELL","BOTH","10017.66000000","0.12700000","1272.24282000","-0.50889712 USDT","0E-8","false","false","204196404","7277913045"
"11207629","2020-09-08 12:59:27","BTCUSDT","SELL","BOTH","10018.20000000","0.06800000","681.23760000","-0.27249504 USDT","0E-8","false","false","204196403","7277913045"
"11207629","2020-09-08 12:59:27","BTCUSDT","SELL","BOTH","10017.66000000","0.17100000","1713.01986000","-0.68520794 USDT","0E-8","false","false","204196405","7277913045"
"11207629","2020-09-08 13:27:24","BTCUSDT","BUY","BOTH","9960.28000000","0.36600000","3645.46248000","-1.45818499 USDT","21.03780000","true","false","204221178","7278773752"
"11207629","2020-09-08 13:27:37","BTCUSDT","SELL","BOTH","9958.57000000","0.22400000","2230.71968000","-0.89228787 USDT","0E-8","false","false","204221319","7278780704"
"11207629","2020-09-08 13:27:37","BTCUSDT","SELL","BOTH","9959.45000000","0.00100000","9.95945000","-0.00398378 USDT","0E-8","false","false","204221318","7278780704"
"11207629","2020-09-08 13:27:37","BTCUSDT","SELL","BOTH","9959.99000000","0.37100000","3695.15629000","-1.47806251 USDT","0E-8","false","false","204221317","7278780704"
"11207629","2020-09-08 13:31:52","BTCUSDT","BUY","BOTH","10010.55000000","0.36500000","3653.85075000","-1.46154030 USDT","-18.64952801","true","false","204229265","7278791165"
