"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"11207629","2023-01-02 07:19:58","BTCUSDT","BUY","BOTH","16718.60000000","0.01700000","284.21620000","-0.11368648 USDT","0E-8","true","false","3167665786","103825924241"
"11207629","2023-01-02 13:25:32","BTCUSDT","SELL","BOTH","16711.40000000","0.04800000","802.14720000","-0.32085888 USDT","5.55060000","false","false","3167965893","103888540131"
"11207629","2023-01-02 13:26:33","APTUSDT","SELL","BOTH","3.78190000","56.50000000","213.67735000","-0.08547094 USDT","0E-8","false","false","65099721","1243590377"
"11207629","2023-01-02 14:19:55","APTUSDT","SELL","BOTH","3.76150000","6.70000000","25.20205000","-0.01008082 USDT","0E-8","false","false","65126847","1244000433"
"11207629","2023-01-02 22:08:48","APTUSDT","BUY","BOTH","3.76490000","44.90000000","169.04401000","-0.06761760 USDT","0.66619664","true","false","65222530","1246469605"
"11207629","2023-01-02 22:08:48","APTUSDT","BUY","BOTH","3.76480000","18.30000000","68.89584000","-0.02755833 USDT","0.27335335","true","false","65222529","1246469605"
"11207629","2023-01-03 14:01:05","FTMUSDT","BUY","BOTH","0.21540000","1265.00000000","272.48100000","-0.10899240 USDT","0E-8","true","false","570368860","13625921895"
"11207629","2023-01-04 04:00:42","FTMUSDT","BUY","BOTH","0.22000000","534.00000000","117.48000000","-0.04699200 USDT","0E-8","true","false","570484675","13633077802"
"11207629","2023-01-04 04:23:46","FTMUSDT","BUY","BOTH","0.21780000","103.00000000","22.43340000","-0.00897336 USDT","0E-8","true","false","570491395","13633299825"
"11207629","2023-01-04 14:01:28","FTMUSDT","SELL","BOTH","0.21870000","1902.00000000","415.96740000","-0.16638696 USDT","3.57300000","false","false","570546795","13637961901"
"11207629","2023-01-04 14:01:54","BTCUSDT","SELL","BOTH","16815.20000000","0.08400000","1412.47680000","-0.56499071 USDT","0E-8","false","false","3170104752","104332869328"
"11207629","2023-01-04 17:33:08","BTCUSDT","BUY","BOTH","16912.50000000","0.08400000","1420.65000000","-0.56826000 USDT","-8.17320000","true","false","3170424000","104361741639"
"11207629","2023-01-04 17:34:42","BTCUSDT","SELL","BOTH","16896.30000000","0.00600000","101.37780000","-0.04055112 USDT","0E-8","false","false","3170443029","104378312132"
"11207629","2023-01-04 17:34:42","BTCUSDT","SELL","BOTH","16896.30000000","0.00100000","16.89630000","-0.00675852 USDT","0E-8","false","false","3170443028","104378312132"
"11207629","2023-01-04 17:34:42","BTCUSDT","SELL","BOTH","16896.30000000","0.02600000","439.30380000","-0.17572152 USDT","0E-8","false","false","3170443030","104378312132"
"11207629","2023-01-04 17:34:42","BTCUSDT","SELL","BOTH","16896.30000000","0.00200000","33.79260000","-0.01351704 USDT","0E-8","false","false","3170443031","104378312132"
"11207629","2023-01-04 17:34:46","BTCUSDT","SELL","BOTH","16893.30000000","0.00100000","16.89330000","-0.00675732 USDT","0E-8","false","false","3170443265","104378336389"
"11207629","2023-01-04 18:49:46","BTCUSDT","BUY","BOTH","16957.40000000","0.03600000","610.46640000","-0.24418656 USDT","-2.20259999","true","false","3170562693","104378430734"
"11207629","2023-01-04 19:24:16","BTCUSDT","SELL","BOTH","16847.20000000","0.01500000","252.70800000","-0.10108320 USDT","0E-8","false","false","3170695065","104403835923"
"11207629","2023-01-04 19:24:24","BTCUSDT","SELL","BOTH","16849.20000000","0.00100000","16.84920000","-0.00673968 USDT","0E-8","false","false","3170695449","104403871066"
"11207629","2023-01-05 08:35:06","BTCUSDT","SELL","BOTH","16802.00000000","0.00500000","84.01000000","-0.03360400 USDT","0E-8","false","false","3171170487","104525106942"
"11207629","2023-01-05 14:44:16","BTCUSDT","SELL","BOTH","16778.20000000","0.00500000","83.89100000","-0.03355640 USDT","0E-8","false","false","3171450426","104583420850"
"11207629","2023-01-05 15:01:55","BTCUSDT","BUY","BOTH","16835.20000000","0.02600000","437.71520000","-0.17508608 USDT","-0.25700000","true","false","3171490541","104583582241"
"11207629","2023-01-05 16:49:32","BTCUSDT","SELL","BOTH","16826.70000000","0.01200000","201.92040000","-0.08076816 USDT","0E-8","false","false","3171623372","104608499574"
"11207629","2023-01-06 18:08:53","BTCUSDT","BUY","BOTH","16841.60000000","0.01200000","202.09920000","-0.08083968 USDT","-0.17880000","true","false","3172754907","104859279492"
"11207629","2023-01-06 18:35:01","BTCUSDT","SELL","BOTH","16851.50000000","0.01000000","168.51500000","-0.06740599 USDT","0E-8","false","false","3172779382","104864384029"
"11207629","2023-01-06 19:39:45","BTCUSDT","BUY","BOTH","16914.40000000","0.01000000","169.14400000","0.00000000 USDT","-0.62900000","true","false","3172841732","104875715327"
