seriesId,side,quantity,entryPrice,notional,stopLoss,takeProfit,exitPrice,pnl,feeRoundTrip,status,outcome,fillTime,exitTime
0,buy,4419686.018139129,0.03103,137142.85714285716,0.028961333333333332,0.03930466666666667,0.028961333333333332,-9183.42400000,40.56685714,closed,sl,1769904001823,1769904001823
0,sell,5524607.5226739105,0.028961333333333332,160000,0.03103,0.020686666666666666,0.03103,-11479.28000000,50.70857143,closed,sl,1769904001823,1769904001823
0,buy,6905759.403342389,0.03103,214285.71428571432,0.028961333333333332,0.03930466666666667,0.028961333333333332,-14349.10000000,63.38571429,closed,sl,1769904001823,1769904001823
0,sell,8632199.254177986,0.028961333333333332,250000.00000000003,0.03103,0.020686666666666666,0.020686666666666666,71363.00000000,65.57142857,closed,tp,1769904001823,1769904001823
1,buy,6618863.761720904,0.02072,137142.85714285713,0.019338666666666667,0.026245333333333332,0.026245333333333332,36523.86742858,47.56114285,closed,tp,1771869101251,1771869101251
1,sell,8273579.70215113,0.019338666666666667,160000,0.02072,0.013813333333333334,0.019338666666666667,-48.96000000,48.96000000,canceled,,,
1,buy,10341974.627688913,0.02072,214285.71428571426,0.019338666666666667,0.026245333333333332,0.02072,-65.57142858,65.57142858,canceled,,,
1,sell,12927468.284611141,0.019338666666666667,250000,0.02072,0.013813333333333334,0.019338666666666667,-76.50000000,76.50000000,canceled,,,
2,sell,4564473.183720046,0.02629,120000,0.028042666666666667,0.019279333333333336,0.02629,-36.72000000,36.72000000,open,,1772106062613,
2,buy,5705591.479650057,0.028042666666666667,160000,0.02629,0.03505333333333333,0.028042666666666667,-48.96000000,48.96000000,pending,,,
2,sell,7131989.349562571,0.02629,187500,0.028042666666666667,0.019279333333333336,0.02629,-57.37500000,57.37500000,pending,,,
2,buy,8914986.686953215,0.028042666666666667,250000.00000000003,0.02629,0.03505333333333333,0.028042666666666667,-76.50000000,76.50000000,pending,,,
