"streak_rank","streak_length","window_role","position_seq","position_symbol","position_open_utc","position_close_utc","position_realized","position_fee","position_pnl","position_outcome","position_n_fills","position_order_ids","Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90860000","131.00000000","250.02660000","-0.12501330 USDT","0E-8","false","false","663310852","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90850000","155.00000000","295.81750000","-0.14790875 USDT","0E-8","false","false","663310855","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90850000","3.00000000","5.72550000","-0.00286275 USDT","0E-8","false","false","663310856","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90850000","411.00000000","784.39350000","-0.39219675 USDT","0E-8","false","false","663310858","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90860000","183.00000000","349.27380000","-0.17463690 USDT","0E-8","false","false","663310853","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90860000","3.00000000","5.72580000","-0.00286290 USDT","0E-8","false","false","663310851","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90880000","146.00000000","278.68480000","-0.13934240 USDT","0E-8","false","false","663310843","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90880000","79.00000000","150.79520000","-0.07539759 USDT","0E-8","false","false","663310845","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90850000","9.00000000","17.17650000","-0.00858825 USDT","0E-8","false","false","663310857","9122298757"
"3","26","PRE_WIN_BOUNDARY","1","WLDUSDT","2024-10-05 10:03:26","2024-10-05 10:27:08","168.16429980","-13.76970792","154.39459188","WIN","75","9122298757|9122335488|9122362212|9122377735|9122682156|9122723118|9122825681","11207629","2024-10-05 10:03:26","WLDUSDT","SELL","BOTH","1.90860000","356.00000000","679.46160000","-0.33973080 USDT","0E-8","false","false","663310850","9122298757"
