"streak_rank","streak_length","window_role","position_seq","position_symbol","position_open_utc","position_close_utc","position_realized","position_fee","position_pnl","position_outcome","position_n_fills","position_order_ids","Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:31:51","BTCUSDT","SELL","BOTH","48757.80000000","0.02400000","1170.18720000","-0.58509360 USDT","0E-8","false","false","4580064876","263214314339"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:31:51","BTCUSDT","SELL","BOTH","48757.80000000","0.02400000","1170.18720000","-0.58509360 USDT","0E-8","false","false","4580064875","263214314339"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:31:51","BTCUSDT","SELL","BOTH","48757.80000000","0.01900000","926.39820000","-0.46319910 USDT","0E-8","false","false","4580064878","263214314339"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:31:51","BTCUSDT","SELL","BOTH","48757.80000000","0.10400000","5070.81120000","-2.53540559 USDT","0E-8","false","false","4580064877","263214314339"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:31:51","BTCUSDT","SELL","BOTH","48757.80000000","0.01500000","731.36700000","-0.36568350 USDT","0E-8","false","false","4580064874","263214314339"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096947","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096938","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096939","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.00700000","340.37850000","-0.17018925 USDT","0E-8","false","false","4580096967","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096941","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096949","263216464610"
"2","29","PRE_WIN_BOUNDARY","1","BTCUSDT","2024-02-12 00:31:51","2024-02-12 14:23:34","399.08979982","-50.41484756","348.67495226","WIN","81","263214314339|263216464610|263217882408|263218275680|263218358159|263227504034|263234163835|263241577592|263251219244|263251420306|263251533562|263272730812|263272971216|263275795029|263283640339|263511361037|263602719349","11207629","2024-02-12 00:34:21","BTCUSDT","SELL","BOTH","48625.50000000","0.01000000","486.25500000","-0.24312750 USDT","0E-8","false","false","4580096955","263216464610"
