seriesId,side,quantity,entryPrice,notional,stopLoss,takeProfit,exitPrice,pnl,feeRoundTrip,status,outcome,fillTime,exitTime
0,buy,2962.962962962963,599.15,1775259.2592592593,569.1925,659.0649999999999,659.0649999999999,176955.53512593,570.39080000,closed,tp,1767225601668,1767225601668
0,sell,4444.444444444444,569.1925,2529744.4444444445,599.15,509.2775,569.1925,-774.10180000,774.10180000,canceled,,,
0,buy,6666.666666666667,599.15,3994333.3333333335,569.1925,659.0649999999999,599.15,-1222.26600000,1222.26600000,canceled,,,
0,sell,10000,569.1925,5691925,599.15,509.2775,569.1925,-1741.72905000,1741.72905000,canceled,,,
1,buy,2962.962962962963,659.08,1952829.62962963,626.1260000000001,724.988,626.1260000000001,-98224.10820148,582.62672000,closed,sl,1767472700044,1767472700044
1,sell,4444.444444444444,626.1260000000001,2782782.2222222225,659.08,560.2180000000001,659.08,-147336.16230222,873.94008000,closed,sl,1767472700044,1767472700044
1,buy,6666.666666666667,659.08,4393866.666666667,626.1260000000001,724.988,626.1260000000001,-221004.24345333,1310.91012000,closed,sl,1767472700044,1767472700044
1,sell,10000,626.1260000000001,6261260.000000001,659.08,560.2180000000001,560.2180000000001,657264.89368000,1815.10632000,closed,tp,1767472700044,1767472700044
2,sell,2962.962962962963,560.14,1659674.0740740742,588.1469999999999,504.126,588.1469999999999,-83504.26047703,520.55677333,closed,sl,1768780989369,1768780989369
2,buy,4444.444444444444,588.1469999999999,2613986.6666666665,560.14,644.161,560.14,-125256.39071556,780.83516000,closed,sl,1768780989369,1768780989369
2,sell,6666.666666666667,560.14,3734266.666666667,588.1469999999999,504.126,504.126,372341.11534667,1085.55132000,closed,tp,1768780989369,1768780989369
2,buy,10000,588.1469999999999,5881469.999999999,560.14,644.161,588.1469999999999,-1799.72982000,1799.72982000,canceled,,,
3,sell,2962.962962962963,504.11,1493659.2592592593,529.3155,453.699,504.11,-457.05973334,457.05973334,open,,1769879421413,
3,buy,4444.444444444444,529.3155,2352513.3333333335,504.11,579.7265,529.3155,-719.86908000,719.86908000,pending,,,
3,sell,6666.666666666667,504.11,3360733.3333333335,529.3155,453.699,504.11,-1028.38440000,1028.38440000,pending,,,
3,buy,10000,529.3155,5293155,504.11,579.7265,529.3155,-1619.70543000,1619.70543000,pending,,,
